body,slogan,label,tag,link
"Let $X$, $Y$ be locally ringed spaces. If $f : X \to Y$ is an isomorphism of ringed spaces, then $f$ is an isomorphism of locally ringed spaces.",An isomorphism of ringed spaces between locally ringed spaces is an isomorphism of locally ringed spaces.,lemma-isomorphism-locally-ringed,01HC,https://stacks.math.columbia.edu/tag/01HC
"Let $(X, \mathcal{O}_X) = (\mathop{\mathrm{Spec}}(R), \mathcal{O}_{\mathop{\mathrm{Spec}}(R)})$ be an affine scheme. Let $i : Z \to X$ be any closed immersion of locally ringed spaces. Then there exists a unique ideal $I \subset R$ such that the morphism $i : Z \to X$ can be identified with the closed immersion $\mathop{\mathrm{Spec}}(R/I) \to \mathop{\mathrm{Spec}}(R)$ constructed in Example \ref{example-closed-immersion-affines} above.","For affine schemes, closed immersions correspond to ideals.",lemma-closed-immersion-affine-case,01IH,https://stacks.math.columbia.edu/tag/01IH
"Given any glueing data of locally ringed spaces there exists a locally ringed space $X$ and open subspaces $U_i \subset X$ together with isomorphisms $\varphi_i : X_i \to U_i$ of locally ringed spaces such that \begin{enumerate} \item $X=\bigcup_{i\in I} U_i$, \item $\varphi_i(U_{ij}) = U_i \cap U_j$, and \item $\varphi_{ij} = \varphi_j^{-1}|_{U_i \cap U_j} \circ \varphi_i|_{U_{ij}}$. \end{enumerate} The locally ringed space $X$ is characterized by the following mapping properties: Given a locally ringed space $Y$ we have \begin{eqnarray*} \mathop{\mathrm{Mor}}\nolimits(X, Y) & = & \{ (f_i)_{i\in I} \mid f_i : X_i \to Y, \ f_j \circ \varphi_{ij} = f_i|_{U_{ij}}\} \\ f & \mapsto & (f|_{U_i} \circ \varphi_i)_{i \in I} \\ \mathop{\mathrm{Mor}}\nolimits(Y, X) & = & \left\{ \begin{matrix} \text{open covering }Y = \bigcup\nolimits_{i \in I} V_i\text{ and } (g_i : V_i \to X_i)_{i \in I} \text{ such that}\\ g_i^{-1}(U_{ij}) = V_i \cap V_j \text{ and } g_j|_{V_i \cap V_j} = \varphi_{ij} \circ g_i|_{V_i \cap V_j} \end{matrix} \right\} \\ g & \mapsto & V_i = g^{-1}(U_i), \ g_i = \varphi_i^{-1} \circ g|_{V_i} \end{eqnarray*}","If you have two locally ringed spaces, and a subspace of the first one is isomorphic to a subspace of the other, then you can glue them together into one big locally ringed space.",lemma-glue,01JB,https://stacks.math.columbia.edu/tag/01JB
"In Lemma \ref{lemma-glue} above, assume that all $X_i$ are schemes. Then the resulting locally ringed space $X$ is a scheme.",Schemes can be glued to give new schemes.,lemma-glue-schemes,01JC,https://stacks.math.columbia.edu/tag/01JC
"Let $f : X \to S$ and $g : Y \to S$ be morphisms of schemes with the same target. Let $S = \bigcup U_i$ be any affine open covering of $S$. For each $i \in I$, let $f^{-1}(U_i) = \bigcup_{j \in J_i} V_j$ be an affine open covering of $f^{-1}(U_i)$ and let $g^{-1}(U_i) = \bigcup_{k \in K_i} W_k$ be an affine open covering of $g^{-1}(U_i)$. Then $$ X \times_S Y = \bigcup\nolimits_{i \in I} \bigcup\nolimits_{j \in J_i, \ k \in K_i} V_j \times_{U_i} W_k $$ is an affine open covering of $X \times_S Y$.",Bare-hands construction of fiber products: an affine open cover of a fiber product of schemes can be assembled from compatible affine open covers of the pieces.,lemma-affine-covering-fibre-product,01JS,https://stacks.math.columbia.edu/tag/01JS
"Let $S$ be a scheme. Let $s' \leadsto s$ be a specialization of points of $S$. Then \begin{enumerate} \item there exists a valuation ring $A$ and a morphism $f : \mathop{\mathrm{Spec}}(A) \to S$ such that the generic point $\eta$ of $\mathop{\mathrm{Spec}}(A)$ maps to $s'$ and the special point maps to $s$, and \item given a field extension $K/\kappa(s')$ we may arrange it so that the extension $\kappa(\eta)/\kappa(s')$ induced by $f$ is isomorphic to the given extension. \end{enumerate}",Specializations are witnessed by valuation rings.,lemma-points-specialize,01J8,https://stacks.math.columbia.edu/tag/01J8
Let $X$ be a scheme over $S$. The diagonal morphism $\Delta_{X/S}$ is an immersion.,The diagonal morphism for relative schemes is an immersion.,lemma-diagonal-immersion,01KJ,https://stacks.math.columbia.edu/tag/01KJ
Let $S$ be a scheme. Let $f : X \to Y$ and $g : Y \to Z$ be morphisms of algebraic spaces over $S$. \begin{enumerate} \item If $g \circ f$ is separated then so is $f$. \item If $g \circ f$ is locally separated then so is $f$. \item If $g \circ f$ is quasi-separated then so is $f$. \end{enumerate},Separated and quasi-separated morphisms satisfy cancellation.,lemma-compose-after-separated,03KR,https://stacks.math.columbia.edu/tag/03KR
"Let $S$ be a scheme. Let $j : X \to Y$ be a morphism of algebraic spaces over $S$. The following are equivalent: \begin{enumerate} \item $j$ is a monomorphism (as in Definition \ref{definition-monomorphism}), \item $j$ is a monomorphism in the category of algebraic spaces over $S$, and \item the diagonal morphism $\Delta_{X/Y} : X \to X \times_Y X$ is an isomorphism. \end{enumerate}",A scheme morphism is a monomorphism iff its diagonal is an isomorphism.,lemma-monomorphism,042M,https://stacks.math.columbia.edu/tag/042M
"Let $\mathcal{A}$ be an abelian category. Let $f : U \to V$ be a morphism of simplicial objects of $\mathcal{A}$. If the induced morphisms $N(f)_i : N(U)_i \to N(V)_i$ are injective for all $i$, then $f_i$ is injective for all $i$. Same holds with ``injective'' replaced with ``surjective'', or ``isomorphism''.","The Dold-Kan normalization functor reflects injectivity, surjectivity, and isomorphy.",lemma-injective-map-simplicial-abelian,017W,https://stacks.math.columbia.edu/tag/017W
"Let $\mathcal{C}, \mathcal{C}', \mathcal{D}, \mathcal{D}'$ be categories. With terminology as in Remarks \ref{remark-homotopy-cosimplicial-better} and \ref{remark-homotopy-better}. \begin{enumerate} \item Let $a, b : U \to V$ be morphisms of simplicial objects of $\mathcal{D}$. Let $F : \mathcal{D} \to \mathcal{D}'$ be a covariant functor. If $a$ and $b$ are homotopic, then $F(a)$, $F(b)$ are homotopic morphisms $F(U) \to F(V)$ of simplicial objects. \item Let $a, b : U \to V$ be morphisms of cosimplicial objects of $\mathcal{C}$. Let $F : \mathcal{C} \to \mathcal{C}'$ be a covariant functor. If $a$ and $b$ are homotopic, then $F(a)$, $F(b)$ are homotopic morphisms $F(U) \to F(V)$ of cosimplicial objects. \item Let $a, b : U \to V$ be morphisms of simplicial objects of $\mathcal{D}$. Let $F : \mathcal{D} \to \mathcal{C}$ be a contravariant functor. If $a$ and $b$ are homotopic, then $F(a)$, $F(b)$ are homotopic morphisms $F(V) \to F(U)$ of cosimplicial objects. \item Let $a, b : U \to V$ be morphisms of cosimplicial objects of $\mathcal{C}$. Let $F : \mathcal{C} \to \mathcal{D}$ be a contravariant functor. If $a$ and $b$ are homotopic, then $F(a)$, $F(b)$ are homotopic morphisms $F(V) \to F(U)$ of simplicial objects. \end{enumerate}",Functors preserve homotopic morphisms of (co)simplicial objects.,lemma-functorial-homotopy,019Y,https://stacks.math.columbia.edu/tag/019Y
"Let $\mathcal{A}$ be an additive category. Let $a, b : U \to V$ be morphisms of cosimplicial objects of $\mathcal{A}$. If $a$, $b$ are homotopic, then $s(a), s(b) : s(U) \to s(V)$ are homotopic maps of cochain complexes. If in addition $\mathcal{A}$ is abelian, then $Q(a), Q(b) : Q(U) \to Q(V)$ are homotopic maps of cochain complexes.",The (cosimplicial) Dold-Kan functor carries homotopic maps to homotopic maps.,lemma-homotopy-s-Q,01A0,https://stacks.math.columbia.edu/tag/01A0
Let $X_i \to Y_i$ be a set of trivial Kan fibrations. Then $\prod X_i \to \prod Y_i$ is a trivial Kan fibration.,Products of trivial Kan fibrations are trivial Kan fibrations.,lemma-product-trivial-kan,08NR,https://stacks.math.columbia.edu/tag/08NR
"Let $\mathcal{C}$ be a category. Let $\mathcal{U} = \{f_i : U_i \to U\}_{i \in I}$ be a family of morphisms with fixed target such that all fibre products $U_{i_0} \times_U \ldots \times_U U_{i_p}$ exist in $\mathcal{C}$. Let $\mathcal{O}$ be a presheaf of rings on $\mathcal{C}$. The chain complex $$ \mathbf{Z}_{\mathcal{U}, \bullet} \otimes_{p, \mathbf{Z}} \mathcal{O} $$ is exact in positive degrees. Here $\mathbf{Z}_{\mathcal{U}, \bullet}$ is the chain complex of Lemma \ref{lemma-cech-map-into}, and the tensor product is over the constant presheaf of rings with value $\mathbf{Z}$.",The integral presheaf {\v C}ech complex is a flat resolution of the constant presheaf of integers.,lemma-complex-tensored-still-exact,03F5,https://stacks.math.columbia.edu/tag/03F5
"Let $(\mathcal{C}, \mathcal{O})$ be a ringed site. Given $K, L, M$ in $D(\mathcal{O})$ there is a canonical morphism $$ R\mathop{\mathcal{H}\!\mathit{om}}\nolimits(L, M) \otimes_\mathcal{O}^\mathbf{L} R\mathop{\mathcal{H}\!\mathit{om}}\nolimits(K, L) \longrightarrow R\mathop{\mathcal{H}\!\mathit{om}}\nolimits(K, M) $$ in $D(\mathcal{O})$.",Composition on RSheafHom.,lemma-internal-hom-composition,0A98,https://stacks.math.columbia.edu/tag/0A98
"Let $(\mathcal{C}, \mathcal{O})$ be a ringed site. Let $(K_n)_{n \in \mathbf{N}}$ be a system of perfect objects of $D(\mathcal{O})$. Let $K = \text{hocolim} K_n$ be the derived colimit (Derived Categories, Definition \ref{derived-definition-derived-colimit}). Then for any object $E$ of $D(\mathcal{O})$ we have $$ R\mathop{\mathcal{H}\!\mathit{om}}\nolimits(K, E) = R\mathop{\mathrm{lim}}\nolimits E \otimes^\mathbf{L}_\mathcal{O} K_n^\vee $$ where $(K_n^\vee)$ is the inverse system of dual perfect complexes.",Trivial duality for systems of perfect objects.,lemma-colim-and-lim-of-duals,0A0A,https://stacks.math.columbia.edu/tag/0A0A
Let $\mathcal{F} : \mathcal{I} \to \mathop{\mathit{Sh}}\nolimits(\mathcal{C})$ be a diagram. Then $\mathop{\mathrm{lim}}\nolimits_\mathcal{I} \mathcal{F}$ exists and is equal to the limit in the category of presheaves.,Limit of diagram of sheaves exists and coincides with limit as presheaves,lemma-limit-sheaf,00W2,https://stacks.math.columbia.edu/tag/00W2
Let $\mathcal{F} : \mathcal{I} \to \mathop{\mathit{Sh}}\nolimits(\mathcal{C})$ be a diagram. Then $\mathop{\mathrm{colim}}\nolimits_\mathcal{I} \mathcal{F}$ exists and is the sheafification of the colimit in the category of presheaves.,Colimit in category of sheaves equals sheafification of colimit in category of presheaves.,lemma-colimit-sheaves,00WI,https://stacks.math.columbia.edu/tag/00WI
"Let $\mathcal{C}$ be a site. If $\{U_i \to U\}_{i \in I}$ is a covering of the site $\mathcal{C}$, then the morphism of presheaves of sets $$ \coprod\nolimits_{i \in I} h_{U_i} \to h_U $$ becomes surjective after sheafification.",Coverings become surjective after sheafification.,lemma-covering-surjective-after-sheafification,00WT,https://stacks.math.columbia.edu/tag/00WT
"Let $\mathcal{C}_i$, $i = 1, 2, 3$ be sites. Let $u : \mathcal{C}_2 \to \mathcal{C}_1$ and $v : \mathcal{C}_3 \to \mathcal{C}_2$ be continuous functors which induce morphisms of sites. Then the functor $u \circ v : \mathcal{C}_3 \to \mathcal{C}_1$ is continuous and defines a morphism of sites $\mathcal{C}_1 \to \mathcal{C}_3$.",Composition of site functors respects continuity of site functors.,lemma-composition-morphisms-sites,03CB,https://stacks.math.columbia.edu/tag/03CB
"Let $\mathcal{C}$ be a site. \begin{enumerate} \item If $U \to V$ is a morphism of $\mathcal{C}$ such that $h_U^\# \to h_V^\#$ is surjective and $U$ is quasi-compact, then $V$ is quasi-compact. \item If $\mathcal{F} \to \mathcal{G}$ is a surjection of sheaves of sets and $\mathcal{F}$ is quasi-compact, then $\mathcal{G}$ is quasi-compact. \end{enumerate}",Sheaf surjections transmit quasi-compactness.,lemma-image-of-quasi-compact,0GMP,https://stacks.math.columbia.edu/tag/0GMP
"Let $\mathcal{C}$ be a site. If $n \geq 1$ and $\mathcal{F}_1, \ldots, \mathcal{F}_n$ are quasi-compact sheaves on $\mathcal{C}$, then $\coprod_{i = 1, \ldots, n} \mathcal{F}_i$ is quasi-compact.",Finite copoducts of sheaves conserve quasi-compactness.,lemma-coproduct-quasi-compact,0GMQ,https://stacks.math.columbia.edu/tag/0GMQ
"Let $u : \mathcal{C} \to \mathcal{D}$, and $v : \mathcal{D} \to \mathcal{E}$ be cocontinuous functors. Then $v \circ u$ is cocontinuous and we have $h = g \circ f$ where $f : \mathop{\mathit{Sh}}\nolimits(\mathcal{C}) \to \mathop{\mathit{Sh}}\nolimits(\mathcal{D})$, resp.\ $g : \mathop{\mathit{Sh}}\nolimits(\mathcal{D}) \to \mathop{\mathit{Sh}}\nolimits(\mathcal{E})$, resp.\ $h : \mathop{\mathit{Sh}}\nolimits(\mathcal{C}) \to \mathop{\mathit{Sh}}\nolimits(\mathcal{E})$ is the morphism of topoi associated to $u$, resp.\ $v$, resp.\ $v \circ u$.",Composition of site functors respects cocontinuity of site functors.,lemma-composition-cocontinuous,03L5,https://stacks.math.columbia.edu/tag/03L5
"Let $\mathcal{C}$ and $\mathcal{D}$ be sites. Let $u : \mathcal{C} \to \mathcal{D}$ be a functor. Assume that \begin{enumerate} \item[(a)] $u$ is cocontinuous, and \item[(b)] $u$ is continuous. \end{enumerate} Let $g : \mathop{\mathit{Sh}}\nolimits(\mathcal{C}) \to \mathop{\mathit{Sh}}\nolimits(\mathcal{D})$ be the associated morphism of topoi. Then \begin{enumerate} \item sheafification in the formula $g^{-1} = (u^p\ )^\#$ is unnecessary, in other words $g^{-1}(\mathcal{G})(U) = \mathcal{G}(u(U))$, \item $g^{-1}$ has a left adjoint $g_{!} = (u_p\ )^\#$, and \item $g^{-1}$ commutes with arbitrary limits and colimits. \end{enumerate}",Sheafification is redundant in topoi morphisms associated to simultaneously continuous and cocontinuous site functors.,lemma-when-shriek,00XR,https://stacks.math.columbia.edu/tag/00XR
"Let $\mathcal{C}$ be a site. Let $\{U_i \to U\}$ be a covering of $\mathcal{C}$. Let $\mathcal{F}$, $\mathcal{G}$ be sheaves on $\mathcal{C}$. Given a collection $$ \varphi_i : \mathcal{F}|_{\mathcal{C}/U_i} \longrightarrow \mathcal{G}|_{\mathcal{C}/U_i} $$ of maps of sheaves such that for all $i, j \in I$ the maps $\varphi_i, \varphi_j$ restrict to the same map $\varphi_{ij} : \mathcal{F}|_{\mathcal{C}/U_i \times_U U_j} \to \mathcal{G}|_{\mathcal{C}/U_i \times_U U_j}$ then there exists a unique map of sheaves $$ \varphi : \mathcal{F}|_{\mathcal{C}/U} \longrightarrow \mathcal{G}|_{\mathcal{C}/U} $$ whose restriction to each $\mathcal{C}/U_i$ agrees with $\varphi_i$.",Maps of sheaves glue.,lemma-glue-maps,04TQ,https://stacks.math.columbia.edu/tag/04TQ
"Let $\mathcal{C}$ be a site. Let $\mathcal{F}$, $\mathcal{G}$ and $\mathcal{H}$ be sheaves on $\mathcal{C}$. There is a canonical bijection $$ \mathop{\mathrm{Mor}}\nolimits_{\mathop{\mathit{Sh}}\nolimits(\mathcal{C})}(\mathcal{F}\times\mathcal{G},\mathcal{H}) = \mathop{\mathrm{Mor}}\nolimits_{\mathop{\mathit{Sh}}\nolimits(\mathcal{C})}(\mathcal{F},\mathop{\mathcal{H}\!\mathit{om}}\nolimits(\mathcal{G},\mathcal{H})) $$ which is functorial in all three entries.",The category of sheaves on a site is cartesian closed,lemma-internal-hom-sheaf,0BWQ,https://stacks.math.columbia.edu/tag/0BWQ
"Let $f : \mathcal{D} \to \mathcal{C}$ be a morphism of sites given by a continuous functor $u : \mathcal{C} \to \mathcal{D}$. Let $q$ be a point of $\mathcal{D}$ given by the functor $v : \mathcal{D} \to \textit{Sets}$, see Definition \ref{definition-point}. Then the functor $v \circ u : \mathcal{C} \to \textit{Sets}$ defines a point $p$ of $\mathcal{C}$ and moreover there is a canonical identification $$ (f^{-1}\mathcal{F})_q = \mathcal{F}_p $$ for any sheaf $\mathcal{F}$ on $\mathcal{C}$.","A map of sites defines a map on points, and pullback respects stalks.",lemma-point-morphism-sites,05V1,https://stacks.math.columbia.edu/tag/05V1
"Let $\mathcal{C}$, $\mathcal{D}$ be sites. Let $f = (f^{-1}, f_*)$ be a morphism of topoi from $\mathop{\mathit{Sh}}\nolimits(\mathcal{D}) \to \mathop{\mathit{Sh}}\nolimits(\mathcal{C})$. The method introduced above gives rise to an adjoint pair of functors $(f^{-1}, f_*)$ on sheaves of algebraic structures compatible with taking the underlying sheaves of sets for the following types of algebraic structures: \begin{enumerate} \item pointed sets, \item abelian groups, \item groups, \item monoids, \item rings, \item modules over a fixed ring, and \item lie algebras over a fixed field. \end{enumerate} Moreover, in each of these cases the results above labeled ($\alpha$), ($\beta$), ($\gamma$), ($\delta$), ($\epsilon$), and ($\zeta$) hold.",Morphisms of topoi preserve algebraic structure.,proposition-functoriality-algebraic-structures-topoi,00YV,https://stacks.math.columbia.edu/tag/00YV
"Let $R \to R_0$ be a surjective ring map with kernel $I$. \begin{enumerate} \item If $R_0 \to A_0$ is a syntomic ring map, then there exists a syntomic ring map $R \to A$ such that $A/IA \cong A_0$. \item If $R_0 \to A_0$ is a smooth ring map, then there exists a smooth ring map $R \to A$ such that $A/IA \cong A_0$. \end{enumerate}",Smooth and syntomic algebras lift along surjections,proposition-lift-smooth,07M8,https://stacks.math.columbia.edu/tag/07M8
Let $R \subset \Lambda$ be an extension of discrete valuation rings which has ramification index $1$ and induces a separable extension of residue fields and of fraction fields. Then $\Lambda$ is a filtered colimit of smooth $R$-algebras.,Unramified extensions of DVRs are ind-smooth AKA N\'eron desingularization,lemma-neron-colimit,0BJ7,https://stacks.math.columbia.edu/tag/0BJ7
"Let $R \to \Lambda$ be a ring map. Let $I \subset R$ be an ideal. Assume that \begin{enumerate} \item $I$ is nilpotent, \item $\Lambda/I\Lambda$ is a filtered colimit of smooth $R/I$-algebras, and \item $R \to \Lambda$ is flat. \end{enumerate} Then $\Lambda$ is a filtered colimit of smooth $R$-algebras.",Ind-smoothness of an algebra is stable under infinitesimal deformations,proposition-lift,07CM,https://stacks.math.columbia.edu/tag/07CM
"If for every Situation \ref{situation-global} where $R$ is a field PT holds, then PT holds in general.",Proving Popescu approximation reduces to algebras over a field,lemma-reduce-to-field,07F5,https://stacks.math.columbia.edu/tag/07F5
"Let $(A, I)$ be a henselian pair with $A$ Noetherian. Let $A^\wedge$ be the $I$-adic completion of $A$. Assume at least one of the following conditions holds \begin{enumerate} \item $A \to A^\wedge$ is a regular ring map, \item $A$ is a Noetherian G-ring, or \item $(A, I)$ is the henselization (More on Algebra, Lemma \ref{more-algebra-lemma-henselization}) of a pair $(B, J)$ where $B$ is a Noetherian G-ring. \end{enumerate} Given $f_1, \ldots, f_m \in A[x_1, \ldots, x_n]$ and $\hat{a}_1, \ldots, \hat{a}_n \in A^\wedge$ such that $f_j(\hat{a}_1, \ldots, \hat{a}_n) = 0$ for $j = 1, \ldots, m$, for every $N \geq 1$ there exist $a_1, \ldots, a_n \in A$ such that $\hat{a}_i - a_i \in I^N$ and such that $f_j(a_1, \ldots, a_n) = 0$ for $j = 1, \ldots, m$.",Approximation for henselian pairs.,lemma-henselian-pair,0AH5,https://stacks.math.columbia.edu/tag/0AH5
Let $S$ be a scheme. Let $f : X \to Y$ be a quasi-compact and quasi-separated morphism of algebraic spaces over $S$. Let $\mathcal{F} = \mathop{\mathrm{colim}}\nolimits \mathcal{F}_i$ be a filtered colimit of abelian sheaves on $X_{\acute{e}tale}$. Then for any $p \geq 0$ we have $$ R^pf_*\mathcal{F} = \mathop{\mathrm{colim}}\nolimits R^pf_*\mathcal{F}_i. $$,Higher direct images of qcqs morphisms commute with filtered colimits of sheaves.,lemma-colimit-cohomology,07U6,https://stacks.math.columbia.edu/tag/07U6
"A quasi-compact and quasi-separated algebraic space is affine if and only if all higher cohomology groups of quasi-coherent sheaves vanish. More precisely, any algebraic space as in Situation \ref{situation-vanishing} is an affine scheme.",Serre's criterion for affineness in the setting of algebraic spaces.,proposition-vanishing-affine,07V6,https://stacks.math.columbia.edu/tag/07V6
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. Let $\overline{y}$ be a geometric point of $Y$. Assume \begin{enumerate} \item $Y$ locally Noetherian, \item $f$ is proper, and \item $\dim(X_{\overline{y}}) = d$. \end{enumerate} Then for any coherent sheaf $\mathcal{F}$ on $X$ we have $(R^pf_*\mathcal{F})_{\overline{y}} = 0$ for all $p > d$.","For proper maps, stalks of higher direct images are trivial in degrees larger than the dimension of the fibre.",lemma-higher-direct-images-zero-above-dimension-fibre,0A4T,https://stacks.math.columbia.edu/tag/0A4T
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. If $f$ is flat and surjective and $X$ is reduced, then $Y$ is reduced.",A flat and surjective morphism of algebraic spaces with a reduced source has a reduced target.,lemma-descend-reduced,06MI,https://stacks.math.columbia.edu/tag/06MI
[Universal property blowing up]  Let $X$ be a scheme. Let $Z \subset X$ be a closed subscheme. Let $\mathcal{C}$ be the full subcategory of $(\mathit{Sch}/X)$ consisting of $Y \to X$ such that the inverse image of $Z$ is an effective Cartier divisor on $Y$. Then the blowing up $b : X' \to X$ of $Z$ in $X$ is a final object of $\mathcal{C}$.,Blow up a closed subset to make it Cartier.,lemma-universal-property-blowing-up,0806,https://stacks.math.columbia.edu/tag/0806
Let $S$ be a scheme. Let $f : X \to Y$ be a closed immersion of algebraic spaces over $S$. Assume $Y$ quasi-compact and quasi-separated. Then $X$ can be written as a directed limit $X = \mathop{\mathrm{lim}}\nolimits X_i$ where the transition maps are closed immersions and the morphisms $X_i \to Y$ are closed immersions of finite presentation.,Closed immersions of qcqs algebraic spaces can be approximated by finitely presented closed immersions.,lemma-closed-is-limit-closed-and-finite-presentation,0A0U,https://stacks.math.columbia.edu/tag/0A0U
"Let $k$ be a field. Let $n \geq 1$ and let $(\mathbf{P}^1_k)^n$ be the $n$-fold self product over $\mathop{\mathrm{Spec}}(k)$. Let $f : (\mathbf{P}^1_k)^n \to Z$ be a morphism of algebraic spaces over $k$. If $Z$ is separated of finite type over $k$, then $f$ factors as $$ (\mathbf{P}^1_k)^n \xrightarrow{projection} (\mathbf{P}^1_k)^m \xrightarrow{finite} Z. $$",A morphism from a nonempty product of projective lines over a field to a separated finite type algebraic space over a field factors as a finite morphism after a projection to a product of projective lines.,lemma-quotient-power-P1,0AEM,https://stacks.math.columbia.edu/tag/0AEM
Let $k$ be a field. Let $G$ be a separated group algebraic space locally of finite type over $k$. There does not exist a nonconstant morphism $f : \mathbf{P}^1_k \to G$ over $\mathop{\mathrm{Spec}}(k)$.,No complete rational curves on groups.,lemma-no-nonconstant-morphism-from-P1-to-group,0AEN,https://stacks.math.columbia.edu/tag/0AEN
"Let $S$ be a scheme. Let $$ \xymatrix{ X \ar[rr]_h \ar[rd]_f & & Y \ar[ld]^g \\ & B } $$ be a commutative diagram of morphism of algebraic spaces over $S$. Let $b \in B$ and let $\mathop{\mathrm{Spec}}(k) \to B$ be a morphism in the equivalence class of $b$. Assume \begin{enumerate} \item $X \to B$ is a proper morphism, \item $Y \to B$ is separated and locally of finite type, \item one of the following is true \begin{enumerate} \item the image of $|X_k| \to |Y_k|$ is finite, \item the image of $|f|^{-1}(\{b\})$ in $|Y|$ is finite and $B$ is decent. \end{enumerate} \end{enumerate} Then there is an open subspace $B' \subset B$ containing $b$ such that $X_{B'} \to Y_{B'}$ factors through a closed subspace $Z \subset Y_{B'}$ finite over $B'$.",Collapsing a fibre of a proper family forces nearby ones to collapse too.,lemma-flat-proper-family-cannot-collapse-fibre,0AEJ,https://stacks.math.columbia.edu/tag/0AEJ
"Let $S$ be a scheme. Let $i : Z \to X$ be a Koszul-regular, $H_1$-regular, or quasi-regular immersion of algebraic spaces over $S$. Let $X' \to X$ be a flat morphism of algebraic spaces over $S$. Then the base change $i' : Z \times_X X' \to X'$ is a Koszul-regular, $H_1$-regular, or quasi-regular immersion.",Regular immersions are stable under flat base change.,lemma-flat-base-change-regular-immersion,09RX,https://stacks.math.columbia.edu/tag/09RX
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. The following are equivalent \begin{enumerate} \item $f$ is flat and a local complete intersection morphism, and \item $f$ is syntomic. \end{enumerate}",Syntomic equals flat plus lci (for algebraic spaces).,lemma-flat-lci,06C9,https://stacks.math.columbia.edu/tag/06C9
"Let $S$ be a scheme. Let $f : X \to Z$, $g : Y \to Z$ and $Z \to T$ be morphisms of algebraic spaces over $S$. Consider the induced morphism $i : X \times_Z Y \to X \times_T Y$. Then \begin{enumerate} \item $i$ is representable, locally of finite type, locally quasi-finite, separated and a monomorphism, \item if $Z \to T$ is locally separated, then $i$ is an immersion, \item if $Z \to T$ is separated, then $i$ is a closed immersion, and \item if $Z \to T$ is quasi-separated, then $i$ is quasi-compact. \end{enumerate}","The top arrow of a ``magic diagram'' of algebraic spaces has nice immersion-like properties, and under separatedness hypotheses these get stronger.",lemma-fibre-product-after-map,03KN,https://stacks.math.columbia.edu/tag/03KN
"Let $S$ be a scheme. Let $T$ be an algebraic space over $S$. Let $g : X \to Y$ be a morphism of algebraic spaces over $T$. Consider the graph $i : X \to X \times_T Y$ of $g$. Then \begin{enumerate} \item $i$ is representable, locally of finite type, locally quasi-finite, separated and a monomorphism, \item if $Y \to T$ is locally separated, then $i$ is an immersion, \item if $Y \to T$ is separated, then $i$ is a closed immersion, and \item if $Y \to T$ is quasi-separated, then $i$ is quasi-compact. \end{enumerate}",Properties of the graph of a morphism of algebraic spaces as a consequence of separation properties of the target.,lemma-semi-diagonal,03KO,https://stacks.math.columbia.edu/tag/03KO
"Let $S$ be a scheme. \begin{enumerate} \item If $X \to Y$ is a surjective morphism of algebraic spaces over $S$, and $X$ is quasi-compact then $Y$ is quasi-compact. \item If $$ \xymatrix{ X \ar[rr]_f \ar[rd]_p & & Y \ar[dl]^q \\ & Z } $$ is a commutative diagram of morphisms of algebraic spaces over $S$ and $f$ is surjective and $p$ is quasi-compact, then $q$ is quasi-compact. \end{enumerate}",The image of a quasi-compact algebraic space under a surjective morphism is quasi-compact.,lemma-surjection-from-quasi-compact,040W,https://stacks.math.columbia.edu/tag/040W
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. The following are equivalent: \begin{enumerate} \item $f$ is quasi-compact, \item for every scheme $Z$ and any morphism $Z \to Y$ the morphism of algebraic spaces $Z \times_Y X \to Z$ is quasi-compact, \item for every affine scheme $Z$ and any morphism $Z \to Y$ the algebraic space $Z \times_Y X$ is quasi-compact, \item there exists a scheme $V$ and a surjective \'etale morphism $V \to Y$ such that $V \times_Y X \to V$ is a quasi-compact morphism of algebraic spaces, and \item there exists a surjective \'etale morphism $Y' \to Y$ of algebraic spaces such that $Y' \times_Y X \to Y'$ is a quasi-compact morphism of algebraic spaces, and \item there exists a Zariski covering $Y = \bigcup Y_i$ such that each of the morphisms $f^{-1}(Y_i) \to Y_i$ is quasi-compact. \end{enumerate}",Quasi-compact morphisms of algebraic spaces are preserved under pullback and local on the target.,lemma-quasi-compact-local,03KG,https://stacks.math.columbia.edu/tag/03KG
Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. There exists a closed subspace $Z \subset Y$ such that $f$ factors through $Z$ and such that for any other closed subspace $Z' \subset Y$ such that $f$ factors through $Z'$ we have $Z \subset Z'$.,The scheme-theoretic image of a morphism of algebraic spaces exists.,lemma-scheme-theoretic-image,082X,https://stacks.math.columbia.edu/tag/082X
An \'etale morphism is locally of finite presentation.,\'Etale implies locally of finite presentation.,lemma-etale-locally-finite-presentation,02GR,https://stacks.math.columbia.edu/tag/02GR
