category,pair_id,query,intent,score,best_rank,judgement,top_1,top_2,top_3
niche_pde,,vanishing viscosity limit,vanishing viscosity,1,2,"A clear match appears in top-2 but not at rank 1, addressing vanishing viscosity limit.","The inviscid limit theorem states that for gradient flow solutions with initial data in a certain domain, the solutions with positive viscosity converge to the solution with zero viscosity. This convergence occurs in the space of probability measures with finite second moments. T",The vanishing viscosity limit is a distributional solution to the given system. The velocity component satisfies an entropy condition where its right-hand limit is less than or equal to its left-hand limit at any point.,"The contraction result from a referenced theorem applies to functions derived from a specific class of data. This holds in the limit as the viscosity parameter approaches zero. The functions are defined with parameters for density, viscosity, and another variable. The result is v"
niche_diff_geom,,Cheeger inequality,Cheeger constant and spectrum,2,1,Top-1 directly addresses the Cheeger constant and its relation to the spectrum.,The Cheeger constant is at most the smallest eigenvalue of the normalized Laplacian.,The Cheeger constant is bounded below and above by positive constants times the minimum nonzero eigenvalue of the Laplacian.,"The Cheeger constant squared is at most the spectral gap, which in turn is at most the Cheeger constant. These inequalities hold up to constant factors for any undirected graph and any probability distribution on its vertices. The result relates the graph's connectivity to its sp"
niche_diff_geom,,Cheeger-Gromoll splitting theorem,Cheeger-Gromoll splitting,2,1,"Top-1 is a clear, on-target match for the Cheeger-Gromoll splitting theorem.",A complete Riemannian manifold with nonnegative Ricci curvature that contains a line must be isometric to the product of the real line and another manifold. The second factor is an n minus one dimensional manifold which also has nonnegative Ricci curvature. This result is known a,"An open n-manifold with nonnegative Ricci curvature that contains a line splits isometrically as the product of the real line and another manifold. The splitting is a metric product, meaning the manifold is isometric to R cross N. The manifold N is an n-1 dimensional manifold wit",A complete Riemannian manifold with nonnegative sectional curvature that contains a line splits isometrically as a product. The product consists of a Euclidean factor and another complete Riemannian manifold. The second factor does not contain any lines. This result is known as t
niche_diff_geom,,Hamilton Ricci flow short-time existence,Ricci flow short-time existence,2,1,Top-1 directly addresses short-time existence of Ricci flow solutions.,The Ricci flow equation has a solution for a short time on any compact Riemannian manifold. This holds for any initial metric specified at time zero. The result guarantees the existence of a solution under these conditions.,"Given a complete Riemannian manifold with bounded initial curvature, a unique Ricci flow exists for a short time. The flow starts from the initial metric and maintains bounded curvature and completeness. The existence time depends only on the dimension and initial curvature bound","Given a smooth compact Riemannian manifold with an initial metric, there exists a unique smooth solution to the Ricci flow equation starting from that metric. This solution is defined for a short time interval. The result holds without any additional curvature assumptions."
niche_diff_geom,,Perelman entropy,Perelman F and W functionals,1,3,A clear match appears in top-3 but not at rank 1.,"If the Perelman entropy is finite, then a certain integral inequality holds. The inequality relates the integral of the gradient and scalar curvature terms to the entropy and a logarithmic term. This applies to any compactly supported Lipschitz function with unit L2 norm. The res","On a complete Riemannian manifold with bounded curvature, the Perelman entropy at a positive time is non-positive. Equality occurs if and only if the manifold is isometric to Euclidean space.",A closed manifold with Ricci curvature bounded below has a non-positive Perelman entropy functional for all time. The time derivative of this functional is non-positive and given by an integral expression. The derivative is strictly negative unless the manifold is Einstein with R
niche_diff_geom,,Perelman no local collapsing,Perelman no local collapsing,1,2,A clear match appears in top-3 but not at rank 1.,Perelman proved that no three-dimensional complete noncompact gradient shrinking soliton exists which is kappa-noncollapsed and has bounded positive sectional curvature.,Perelman's result states that no three-dimensional complete noncompact gradient shrinking soliton exists which is both kappa-noncollapsed and has bounded positive sectional curvature.,Perelman showed that a three-dimensional noncollapsing gradient shrinking Ricci soliton with positive and bounded sectional curvature is necessarily compact.
niche_diff_geom,,Hamilton-Ivey curvature pinching,Hamilton-Ivey,1,2,"A clear match appears in top-3 but not at rank 1, focusing on curvature pinching under Ricci flow.","Hamilton's theorem states that for a Ricci flow invariant curvature cone in dimensions at least two, if a compact manifold starts with nonnegative curvature relative to that cone, then the curvature remains nonnegative under the Ricci flow for as long as the flow exists.","A pinching condition on curvature terms holds initially if the squared norms of two tensors are bounded by a scaled squared norm of a third tensor. This inequality involves a positive constant and a dimension-dependent factor. Under Ricci flow, this condition persists for all fut",A solution to the mean curvature flow satisfies a pinching condition on the norm of the second fundamental form relative to the mean curvature and a curvature term at the initial time. This condition persists for the entire duration of the solution's existence. The specific inequ
niche_diff_geom,,Reilly formula,Reilly formula,2,1,"Top-1 is a clear, on-target match for the Reilly formula.",The Reilly formula relates integrals involving a differential form on a domain. It expresses the sum of the squared norms of the exterior derivative and codifferential as a bulk term plus boundary integrals. The bulk term includes the squared norm of the covariant derivative and ,The Reilly formula for a conformally Euclidean metric relates the integral of the squared Laplacian of a function over a domain to several other integrals. It involves a bulk term with a squared norm of a tensor expression and a term depending on the potential's Laplacian and gra,"Reilly's formula relates integrals over a compact manifold and its boundary pieces. It equates zero to a sum of interior and boundary terms involving curvature and derivatives of a function. The interior includes the Ricci tensor, Laplacian, and Hessian squared of the function. E"
niche_diff_geom,,Bochner formula,Bochner identity for Laplacian on differential forms,0,,"Top results discuss Bochner formula but focus on functions, not differential forms.","The Bochner formula relates the connection Laplacian of an endomorphism-valued p-form to the Hodge Laplacian plus curvature terms. For a general p-form, it involves the Riemann curvature tensor and the curvature of the connection. For a 1-form, the formula includes the Ricci curv","The Bochner formula relates the Laplacian of the squared norm of the gradient of a function to the squared norm of its Hessian, the inner product of the gradient with the gradient of its Laplacian, and the Ricci curvature evaluated on the gradient. It holds for smooth functions o",The Bochner formula for smooth functions relates the Laplacian of the squared gradient norm minus the derivative of the Laplacian along the gradient to the infinite-dimensional Ricci curvature and the Hessian norm squared. This holds on the set where the differential is nonzero. 
niche_diff_geom,,Weitzenböck identity,Weitzenböck,1,3,"A clear match appears in top-3 but not at rank 1, discussing the Weitzenböck identity.","The Weitzenbock formula expresses the Laplacian as the sum of two operators: one built from the covariant derivative and its adjoint, and another operator H. The operator H is defined as the sum of T composed with its adjoint and the adjoint composed with T. For compactly support",The Weitzenbock formula relates the negative adjoint of a covariant derivative to a Lichnerowicz Laplacian and a Lie derivative term. It applies to any metric in a specified space and smooth symmetric two-tensor fields. The identity involves the divergence of the deformation oper,The Weitzenbock formula relates the Hodge Laplacian to the connection Laplacian plus a curvature term. It applies to any differential k-form on a Riemannian manifold. The curvature term involves the Riemann curvature tensor acting on the form. This identity is fundamental in geom
niche_diff_geom,,Hodge decomposition,Hodge decomposition theorem,2,1,Top-1 directly describes the Hodge decomposition theorem clearly and accurately.,"The Hodge decomposition theorem states that the space of differential forms on a manifold decomposes into three orthogonal subspaces. These subspaces consist of harmonic forms, exact forms, and co-exact forms. The direct sum of these subspaces equals the entire space of different","Hodge decomposition states that the space of p-forms is an orthogonal direct sum of three subspaces. These subspaces are the image of the exterior derivative on p+1-forms, the image of the codifferential on p-1-forms, and the space of harmonic p-forms. The decomposition is orthog","The Hodge decomposition states that the space of square-integrable k-forms splits orthogonally into three parts. These parts are the image of the exterior derivative on (k-1)-forms, the kernel of the Hodge Laplacian on k-forms, and the image of the codifferential on (k+1)-forms. "
niche_diff_geom,,Hodge star operator,Hodge star,1,3,A clear match appears in top-3 but not at rank 1.,The Hodge star operator on R^n minus one composed with restriction to x_n equals zero and the inverse Hodge star on R^n equals negative one raised to the power of k plus one times the restriction composed with interior multiplication by the partial derivative with respect to x_n.,The Hodge star operator applied to a form equals the interior product of the form's sharp with the volume form. The Hodge star commutes with exterior multiplication by a one-form up to a sign and an interior product. The adjoint of exterior multiplication by a one-form is the neg,The Hodge-star operator maps a p-form to a unique (n-p)-form. This operator is defined by an inner product condition involving integration. The inner product of two p-forms equals the integral of the wedge product of one form with the Hodge-star of the other. This defines the Hod
niche_diff_geom,,Chern-Weil theory,Chern-Weil construction of characteristic classes,1,3,"A clear match appears in top-3 but not at rank 1, focusing on Chern-Weil forms and their properties.",Chern-Weil classes correspond to invariant polynomials applied to the curvature of a connection on a principal bundle. These classes are represented by closed differential forms constructed from the curvature. They provide explicit representatives for the cohomology classes descr,The k-th Chern-Weil form for a connection and metric is equal to the k-th Chern form for that connection and metric.,The Chern-Weil map applied to the Chern character yields a differential form. This form satisfies that its pullback under a specific map equals the Chern character of another bundle.
niche_diff_geom,,Pontryagin classes,Pontryagin characteristic classes,1,3,"A clear match appears in top-3 but not at rank 1, discussing Pontryagin classes in relevant contexts.",A smooth complete intersection in projective space has Pontryagin numbers that are integral multiples of powers of the fundamental class.,The Chow-Witt ring of the classifying space for the symplectic group over a perfect field of characteristic not two is isomorphic to the Grothendieck-Witt ring with adjoined Pontryagin classes. These Pontryagin classes have degrees twice their index. They are uniquely defined by ,The Euler class and Pontryagin classes of a tensor product of line bundles are contained in the image of a polynomial ring map. The ring is generated by squared elementary symmetric polynomials. The result holds under conditions on the base field characteristic relative to given 
niche_diff_geom,,Stiefel-Whitney classes,Stiefel-Whitney classes,1,3,"A clear match appears in top-3 but not at rank 1, providing relevant information about Stiefel-Whitney classes.","For every integer m at least 1 and every integer j between 1 and m, the Stiefel-Whitney class of lambda m infinity at degree 2 to the m minus 1 equals D m 0. Also, the Stiefel-Whitney class of mu m infinity at j at degree 2 to the m minus j equals V m m minus j.","The theorem gives a formula for the Stiefel-Whitney class of a symmetrized tensor power of a real vector bundle. The expression involves two sums over indices related to the bundle's dimension and a given integer. The first sum uses a tensor product of Stiefel-Whitney classes, wh",The total Stiefel-Whitney class of the vector bundle nu sub 2 to the m is given by one plus the sum of Dickson invariants d sub m comma m minus 1 through d sub m comma 0. The i-th Stiefel-Whitney class is zero for indices not equal to zero or of the form 2 to the m minus 2 to the
niche_diff_geom,,Chern classes of tangent bundle of CP^n,c(TCP^n) = (1+H)^{n+1},2,1,Top-1 directly matches the query about Chern classes of the tangent bundle of CP^n.,The total Chern class of the tangent bundle of n-dimensional complex projective space equals (1 plus the first Chern class of the dual tautological line bundle) raised to the power of n plus one.,The total Chern class of the tangent bundle of complex projective space is given by raising one plus the first Chern class of the dual tautological bundle to the power of n plus one. This formula expresses the Chern class in terms of the dual tautological line bundle. The result ,The pushforward under the structure map of the product of the first Chern class to the n-th power with the n-th tangent space class equals the class defined by P_n and M_n. This result holds for projective n-space with the given line bundle. The classes T_n and L_n are as defined
niche_algebra,,Maschke theorem,Maschke: char(k) doesn't divide |G| ⇒ kG is semisimple,2,1,Top-1 directly states the theorem's condition and conclusion clearly.,"Maschke's Theorem states that for a finite group and a field whose characteristic does not divide the group's order, the group algebra is semisimple.",Maschke's theorem states that every finite-dimensional representation of a finite group decomposes into a direct sum of irreducible representations. This holds over fields whose characteristic does not divide the order of the group. The result implies that such representations ar,"Maschke's Theorem states that for a finite group G and a nonzero G-module V, the module V can be decomposed as a direct sum of irreducible G-submodules. Each irreducible submodule is invariant under the group action. This decomposition holds when the characteristic of the field d"
niche_algebra,,Schur orthogonality,Schur orthogonality relations,2,1,Top-1 directly explains Schur orthogonality relations clearly and accurately.,"Schur's orthogonality relations state that matrix coefficients of inequivalent irreducible unitary representations are orthogonal. The inner product of coefficients from the same representation equals zero unless the indices match, in which case it is the reciprocal of the repres",The characters of irreducible representations of a finite group are orthonormal. The expected value of the product of a character with the conjugate of another is one if they are the same and zero otherwise. These characters form an orthonormal basis for all class functions on th,"Schur's orthogonality relations state that for a compact group with Haar measure, the matrix elements of two inequivalent irreducible unitary representations are orthogonal when integrated over the group. Specifically, the integral of the product of a matrix element from one repr"
niche_algebra,,Frobenius reciprocity,induction-restriction adjunction,2,1,Top-1 directly explains Frobenius reciprocity and its relation to induction-restriction adjunction.,"Frobenius reciprocity states that for a subgroup H of a group G, the multiplicity of an irreducible representation of H in the restriction of an irreducible representation of G equals the multiplicity of that representation of G in the induction of the irreducible representation ",The Frobenius reciprocity theorem relates induced and restricted representations. The inner product of an induced representation and another representation in the larger group equals the inner product of the original representation and the restricted representation in the subgrou,Frobenius reciprocity states that homomorphisms from a representation to an induced representation correspond to homomorphisms from the restricted representation to the original one. A dual version relates homomorphisms from a compactly induced representation to the contragredien
niche_algebra,,Mackey formula,Mackey formula for double cosets,1,2,"Top-3 includes relevant information about the Mackey formula, but not in the first position.",The theorem provides an integration formula for a unimodular locally compact group. It expresses the integral of a compactly supported continuous function over the group in terms of a double coset decomposition. The formula involves summing over double cosets of two given open co,"The theorem states that for any character in the dual group and any measurable subset of the irreducible representations, a specific equality holds.","The theorem establishes the existence of computable real analytic elementary functions defined on certain sets. It states that for smooth compactly supported functions on a group, the trace at the identity equals a sum over indices and regular elements. This sum involves integral"
niche_algebra,,Brauer's theorem on induced characters,Brauer induction,1,2,"Top-3 includes relevant information on Brauer's theorem and induced characters, but top-1 is not a clear match.","Brauer's theorem states that for a finite group G, any character of a complex representation is an integer linear combination of characters induced from one-dimensional representations of subgroups. Each such induced character comes from including a subgroup into G. The theorem s","If p is a prime, G is a finite group, and P is a Sylow p-subgroup of G, then the induced character of the trivial character of P is expressed as a sum over irreducible Brauer characters. The coefficients in this sum are given by the degree of the projective indecomposable charact",The theorem describes an isomorphism for induced modules. It relates the Brauer construction of an induced module to a direct sum over double cosets. The sum is taken over coset representatives satisfying a containment condition. Each summand is an induced module from a conjugate
niche_algebra,,Burnside p^a q^b theorem,Burnside p^a q^b solvability,1,4,"A clear match appears in top-3, specifically about solvability of groups with order p^a q^b.","Given primes p and q at least 3, with q dividing p minus 1, and distinct elements a, b and c, d each of order q in the multiplicative group modulo p, if A has trivial p-torsion, then the Burnside rings of the groups G(a,b) and G(c,d) are isomorphic.","If a group is both p-solvable and q-solvable, then Conjectures B and C hold.","If G is both p-solvable and q-solvable, and the set of irreducible characters in the principal p-block of G equals the set in the principal q-block of G, then neither p nor q divides the order of G."
niche_algebra,,Feit-Thompson theorem,Feit-Thompson odd order,1,3,"A clear match appears in top-3 but not at rank 1, focusing on the theorem's application to groups.","Feit's theorem classifies subgroups H of the symmetric group on p elements that contain the cyclic group of order p, where p is prime. It states that a minimal normal subgroup S of H is simple, and the normalizer N of S in the symmetric group has cyclic quotient N over S. The pos",Feit's conjecture holds for any finite group with abelian Sylow 2-subgroups.,The theorem applies to the groups specified in its own statements regarding sporadic and alternating groups.
niche_algebra,,classification of finite simple groups,CFSG,2,1,"Top-1 provides a clear, comprehensive classification of finite simple groups, directly addressing the query.","Finite simple groups are classified into four infinite families and twenty-six sporadic groups. The infinite families are cyclic groups of prime order, alternating groups of degree at least five, groups of Lie type, and the Tits group. The twenty-six sporadic groups do not fit in","Every finite simple group is isomorphic to one of four types: a cyclic group, an alternating group of degree at least five, a group of Lie type, or one of 27 sporadic groups. The Tits group is included among the sporadic groups. This classification provides a complete list of all","Every finite simple group is either an alternating group of degree at least five, a finite simple group of Lie type including the Tits group, or one of the twenty-six sporadic simple groups."
niche_algebra,,Tits alternative,Tits alternative,2,1,"Top-1 is a clear, on-target match for the Tits alternative in group theory.",The Tits alternative states that any subgroup of the general linear group over a vector space is either virtually solvable or contains a non-commutative free subgroup.,A finitely generated linear group is either virtually solvable or contains a nonabelian free subgroup. This result is known as the Tits alternative. It provides a fundamental dichotomy for such groups. The theorem has important consequences in geometric group theory.,A poly-free group satisfies the Tits alternative. Every nontrivial subgroup is either polycyclic or contains a nonabelian free subgroup.
niche_algebra,,Jordan-Chevalley decomposition,Jordan-Chevalley,2,1,Top-1 directly describes the Jordan-Chevalley decomposition clearly and accurately.,A matrix with a minimal polynomial that is a power of an irreducible separable polynomial has a unique decomposition into a semisimple part and a nilpotent part. The semisimple and nilpotent parts commute with each other. Both parts are polynomials in the original matrix. This de,An endomorphism with a split characteristic polynomial can be uniquely decomposed into a sum of two commuting endomorphisms. One part is diagonalizable and the other is nilpotent. Both components belong to the polynomial algebra generated by the original endomorphism. This decomp,Every linear map on a finite-dimensional complex vector space decomposes uniquely into a sum of a semisimple map and a nilpotent map. The semisimple and nilpotent parts commute with each other and with the original map. Both components can be written as polynomials in the origina
niche_algebra,,Levi decomposition,Levi decomposition of Lie algebra,2,1,Top-1 directly explains Levi decomposition of Lie algebras clearly and accurately.,"A finite-dimensional Lie algebra over the real numbers can be fully decomposed. This decomposition breaks it into simpler, solvable and semisimple parts. The result is a direct sum of these components. This structure is known as the Levi decomposition.",A Leibniz algebra L decomposes as the direct sum of a complete solvable ideal R and the special linear Lie algebra sl2. This decomposition is known as the Levi decomposition. The ideal R is described by a referenced theorem. The algebra L is therefore the direct sum of these two ,"A finite-dimensional Lie algebra over an algebraically closed field of characteristic zero can be fully decomposed. This decomposition breaks the algebra into simpler, solvable and semisimple parts. The result is a direct sum of these components. This structure is known as the Le"
niche_algebra,,Weyl character formula,Weyl character formula,2,1,"Top-1 is a clear, on-target match for the Weyl character formula.","The Weyl character formula expresses the character of an irreducible finite dimensional highest weight module. The character equals the quotient of two sums over the Weyl group. The numerator involves the sum over group elements with sign, applied to the highest weight plus a spe",The Weyl character formula gives the character of an irreducible finite-dimensional representation for a dominant weight. The numerator is an alternating sum over the Weyl group of terms involving the weight shifted by the Weyl vector. The denominator is the Weyl denominator. The,The Weyl character formula expresses the character of an irreducible finite-dimensional representation of a semisimple simply connected Lie group in terms of its highest weight. The numerator is an alternating sum over the Weyl group of exponentials applied to the shifted highest
niche_algebra,,Weyl integration formula,Weyl integration formula on compact Lie groups,2,1,Top-1 directly explains the Weyl integration formula for compact Lie groups.,The Weyl Integration Formula expresses the integral of a function over a compact Lie group as an average over its maximal torus. It relates the Haar integral on the group to an integral on the torus weighted by the square of the Weyl denominator. The function on the torus is defi,"The Weyl integration formula expresses the integral of a function over a compact Lie group as an integral over a maximal torus. The formula involves a determinant factor related to the adjoint representation. For simply connected groups, this determinant equals the squared modulu",The Weyl integration formula applies to a simply connected compact Lie group. It expresses the integral of a continuous class function over the group using a maximal torus. The formula relates the group's Haar measure to the torus's Haar measure. The integrand includes a factor i
niche_algebra,,Borel-Weil theorem,Borel-Weil construction of irreps,2,1,Top-1 directly addresses the Borel-Weil theorem and its application to irreducible representations.,"The Borel-Weil theorem states that for a dominant integral weight, the space of global sections of a certain line bundle over the flag variety is isomorphic to the dual of the irreducible representation with that highest weight. For weights that are not dominant, the space of glo","The Borel-Weil theorem states that for a positive integer t, the space of global sections of a certain line bundle on a flag variety is isomorphic to the irreducible finite-dimensional representation of a Lie algebra with highest weight t minus one. This isomorphism holds as modu",The Borel-Weil theorem states that an irreducible representation with a given highest weight can be realized as the space of sections of a line bundle over the flag variety. This line bundle is constructed from the Borel subgroup of negative roots acting on the highest weight spa
niche_algebra,,Borel-Weil-Bott theorem,Borel-Weil-Bott on cohomology of line bundles on G/B,2,1,"Top-1 directly addresses cohomology of line bundles on G/B, matching the search intent perfectly.","The Borel-Weil-Bott theorem describes the cohomology of line bundles on a flag variety. For a given weight, the cohomology is nonzero in exactly one degree. In that degree, it is isomorphic to the dual of a specific irreducible representation. In all other degrees, the cohomology","The Borel-Weil-Bott theorem describes the cohomology of line bundles on the flag variety G/B. If minus the weight is dominant, the zeroth cohomology is an irreducible representation with that lowest weight, and all higher cohomology vanishes. If minus the weight is not dominant a","The Borel-Weil-Bott theorem states that for certain vector bundles built from Weyl modules, only one cohomology group is non-zero. This cohomology appears in a specific dimension determined by the number of elementary transformations needed. If a weight can be transformed into a "
niche_algebra,,Kashiwara's theorem on holonomic D-modules,Kashiwara on D-modules,1,2,"A clear match appears in top-3, specifically regarding holonomic D-modules and their properties.",There exists a holonomic D-module that satisfies three specified conditions.,A coherent D-module is holonomic precisely when its derived de Rham complex has nonzero cohomology only in degree zero.,"Under certain conditions on holonomic D-modules, if two K-Betti structures agree on the complement of a divisor, then they are identical everywhere."
niche_algebra,,Beilinson-Bernstein localization,BB localization,2,1,"Top-1 is a clear, on-target match for Beilinson-Bernstein localization.","The Beilinson-Bernstein theorem establishes an isomorphism between a localization of the universal enveloping algebra and global sections of a certain sheaf. For dominant and regular weights, it provides an equivalence of categories between modules over this algebra and quasi-coh",The Beilinson-Bernstein theorem establishes an equivalence of categories for dominant regular weights. The localization functor sends modules over a universal enveloping algebra to twisted differential operator modules. The global sections functor provides the inverse equivalence,"The Beilinson-Bernstein localization theorem states that for an antidominant weight, the global sections and localization functors are inverse equivalences. This implies the category of modules over the universal enveloping algebra is equivalent to the category of twisted D-modul"
concrete_object,,icosahedral group is A_5,rotational symmetries of icosahedron = A_5,1,3,"Top-3 includes relevant information about A5 and icosahedral symmetries, but top-1 is not a direct match.",The automorphism group of the edge graph of a regular icosahedron is isomorphic to the alternating group on five elements.,The icosahedron is distance transitive for a group G acting on it only if G is either the full automorphism group S2 times A5 or the subgroup A5. It is not two-arc transitive under any such group action.,The icosahedral symmetry group A5 is isomorphic to a subgroup H of PGL2(C). There exists a unique minimal group BH contained in SL2(C). This group BH is the binary icosahedral group.
concrete_object,,PSL_2(F_5) is isomorphic to A_5,PSL_2(5) = A_5,1,4,"A clear match appears in top-3 but not at rank 1, specifically in rank 4.","If a group G is in the set S(2,5,5), then G is isomorphic to the alternating group A5.","Every action of the alternating group A5, which is isomorphic to the projective special linear group PSL2 of order 4, on a finite contractible 2-complex results in a fixed point.",The automorphism group of A is isomorphic to the symmetric group on five elements.
concrete_object,,monster group order,|M| ≈ 8 × 10^53,2,1,"Top-1 provides the exact order of the Monster group, directly addressing the searcher's intent.","The order of the Monster group is a very large integer. It equals 808,017,424,794,512,875,886,459,904,961,710,757,005,754,368,000,000,000. This number factors into primes raised to specific exponents. The prime factors include 2 to the 46th, 3 to the 20th, and many others up to 7",The Monster is a simple group. It is the largest sporadic finite simple group. Its order is extremely large. The Monster group has a unique structure among finite groups.,"The automorphism group of the monster vertex algebra has an order divisible by a large product of prime powers. The primes involved are 2, 3, 5, 7, 11, 13, 23, 29, 31, 41, 47, 59, and 71. The exponents range from 1 to 46, with the highest exponent for the prime 2. This divisibili"
concrete_object,,monstrous moonshine,monstrous moonshine,2,1,Top-1 directly addresses the concept of monstrous moonshine.,The automorphism group of the Moonshine module is the Monster group.,The automorphism group of the Moonshine module is the Monster simple group.,The monster vertex algebra and the moonshine module are isomorphic.
concrete_object,,Leech lattice,Leech lattice in 24 dimensions,2,1,Top-1 directly addresses the Leech lattice's properties in 24 dimensions.,The Leech lattice is an even unimodular lattice with no vectors of squared length two. It is unique up to isometry.,Leech lattices exist.,The described lattice is isometric to the complex Leech lattice.
concrete_object,,E8 lattice,E_8 root lattice,2,1,"Top-1 directly describes the E8 root lattice, matching the search intent perfectly.",The theorem applies to the group E8.,The E8 root lattice is the densest possible lattice packing in eight-dimensional Euclidean space. This lattice achieves the highest possible density for sphere packings in eight dimensions. Its optimality is unique up to scaling and rotations. No other lattice arrangement can ach,The E8 root lattice is the densest possible lattice packing in eight-dimensional Euclidean space. This property holds uniquely up to scaling and rigid motions. No other lattice arrangement achieves a higher packing density in eight dimensions.
concrete_object,,ADE classification,ADE Dynkin diagrams classification,1,2,"A clear match appears in top-3 but not at rank 1, specifically about Dynkin diagrams and ADE classification.",The conjecture holds for ADE singularities.,"Finite type quivers correspond precisely to the simply laced Dynkin diagrams of ADE type. These diagrams classify the quivers that have only finitely many isomorphism classes of indecomposable representations. The ADE classification includes the Dynkin diagrams A_n, D_n, E_6, E_7",The conjecture regarding the dual tangent space is valid in ADE type.
concrete_object,,Dynkin diagrams classification,Dynkin diagrams classify simple Lie algebras,2,1,Top-1 directly addresses the classification of Dynkin diagrams for simple Lie algebras.,"Every connected component of a Dynkin diagram belongs to a specific classification. The possible types are A sub n, B sub n, C sub n, D sub n, E sub 6, E sub 7, E sub 8, F sub 4, or G sub 2. This classification is exhaustive for the connected components.",The set S(Dynkin) contains the Dynkin diagrams from a specific list. These diagrams are illustrated in a provided figure. The figure includes all simple Dynkin diagrams. The diagrams are classified by their graphical structure.,Dynkin diagrams for indecomposable generalized Cartan matrices of finite type are exactly the ones listed in the referenced table.
concrete_object,,Coxeter group,Coxeter groups,2,1,"Top-1 provides a clear and comprehensive explanation of Coxeter groups, directly addressing the search intent.","Every finite Coxeter group can be represented as a finite reflection group. Conversely, every finite reflection group can be presented as a Coxeter group. This establishes a fundamental equivalence between these two types of groups. The result connects abstract group presentation","A finite Coxeter group is equivalent to a finite real reflection group. This means that any finite group generated by reflections in a real vector space is a Coxeter group. Conversely, every finite Coxeter group can be realized as such a reflection group. The theorem establishes ","The group G_gen is a Coxeter system with generating set Sigma. The generators are involutions, meaning each sigma squared equals one. For certain pairs of generators, the product of two distinct generators squared also equals one. These generators and relations form a complete pr"
concrete_object,,Tits building,Tits buildings,2,1,"Top-1 is a clear, on-target match discussing Tits buildings in detail.",The structure is a spherical Tits building. It consists of a simplicial complex and a set of apartments. Each apartment is a Coxeter complex of spherical type. The axioms of a building are satisfied.,"A building with a strongly transitive group action yields a Tits system from a Borel subgroup and normalizer. Conversely, any Tits system in a group defines a building structure using cosets of the Borel subgroup. The equivalence relation on chambers is determined by equality of ",The Tits boundary of a Euclidean building is a spherical building.
concrete_object,,fundamental group of trefoil knot,knot group of trefoil,2,1,Top-1 directly addresses the fundamental group of the trefoil knot complement.,"A surjective homomorphism from the fundamental group of a knot complement to a Euclidean triangle group implies the knot is the trefoil. The Euclidean triple must be a permutation of (2,3,6). The manifold in question is the complement of the trefoil knot. This result holds only f",The fundamental group of the trefoil knot complement is the braid group on three strands. Certain elements conjugate to a specific product involving the generators are generalized 3-torsion elements. These elements satisfy a condition where a power is conjugate to the identity. T,The three-strand braid group is isomorphic to the fundamental group of the complement of the trefoil knot. This means the group of three-strand braids has the same structure as the group of loops around the trefoil knot's exterior. The trefoil knot is the simplest nontrivial knot
concrete_object,,Alexander polynomial of the trefoil,Alexander polynomial of 3_1,0,,Only tangentially related; nothing in top-3 directly answers the specific query about the Alexander polynomial of the trefoil knot.,A knot's Alexander polynomial can be expressed using a specific Laurent polynomial. The formula relates the Alexander polynomial to another polynomial through a product. This product includes factors of one minus t and one minus t cubed. The identity holds for any knot.,"The Alexander polynomial for a knot exterior in the three-sphere minus the knot relates to Reidemeister torsion. For the trivial representation, the torsion equals the Alexander polynomial divided by t minus one. For a non-trivial acyclic representation, the torsion equals the tw",The corresponding link invariant is the Alexander polynomial.
concrete_object,,Jones polynomial of the unknot,Jones polynomial of unknot is 1,1,3,"A clear match appears in top-3, specifically stating the unknot's polynomial equals one.",The Jones polynomial of the unlink evaluates to zero.,A classical knot with unknotting number one has a Jones polynomial equal to one.,The unknot is characterized by its polynomial invariant equaling one.
concrete_object,,HOMFLY polynomial,HOMFLY-PT polynomial,1,2,"Top-3 includes relevant information about the HOMFLY polynomial, but not specifically the HOMFLY-PT polynomial.",The HOMFLY polynomial is an isotopy invariant for oriented links. It takes values in the ring of Laurent polynomials in two variables. The polynomial satisfies a specific skein relation involving three link diagrams that differ at a single crossing. Its value on the unknot is def,"The HOMFLY polynomial is a two-variable Laurent polynomial with integer coefficients assigned to oriented link diagrams. It is invariant under ambient isotopy and satisfies a specific skein relation involving positive, negative, and smoothed crossings. For the unknot, the polynom","The HOMFLY polynomial is a unique invariant for oriented links, assigning a two-variable Laurent polynomial with integer coefficients to each link diagram. It remains unchanged under ambient isotopy of the link. The polynomial satisfies a specific skein relation involving positiv"
concrete_object,,Khovanov homology,Khovanov homology of knots,1,2,"Top-3 includes relevant information about Khovanov homology, but top-1 is not a direct match.",Khovanov homology is an invariant of an oriented link. It is computed from a link diagram using a cohomology theory. The invariant is isomorphic to a shifted and twisted version of the cohomology of the diagram. The shifts depend on the number of positive and negative crossings i,Khovanov proved that the homology of a specific complex is a graded vector space. This homology depends only on the knot itself. It matches the triply graded homology defined by Khovanov and Rozansky.,"Khovanov homology is well-defined for links in the three-sphere, independent of the diagram chosen. The isomorphism induced by Reidemeister moves is canonical. For a smooth cobordism between two links, the induced map on Khovanov homology depends only on the isotopy class of the "
