paper,theorem_label,theorem_type,mode,query,target_title,ts_paper_rank,matlas_paper_rank,ts_theorem_rank,matlas_theorem_rank,ts_top1_title,matlas_top1_title
1805.09709,LinB0,lem,vague,normalizing representation image by coordinate change,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,,,,,Technical details on Kuranishi structure and virtual fundamental chain,Geometry of quasilinear hyperbolic systems with characteristic fields of constan
1807.04373,lemma:subcore,lemma,vague,existence of Voronoi cores on spherical surfaces,Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,,1,,1,Moduli of spherical tori with one conical point,Spherical surfaces with conical points: systole inequality and moduli spaces wit
1807.04373,prop:luo,proposition,precise,"If the angle data has positive non-bubbling parameter and no angle is integral, the moduli space of spherical surfaces is a real-analytic orbifold of dimension 6g-6+2n.",Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,1,1,,1,Spherical surfaces with conical points: systole inequality and moduli spaces wit,Spherical surfaces with conical points: systole inequality and moduli spaces wit
1807.00276,prop: capi formula compact,prop,precise,"For compact K, the theta-capacity equals the Monge-Ampere mass of the equilibrium potential on K and the integral of phi minus h against that measure.",Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,5,,6,,Monotonicity of non-pluripolar products and complex Monge-Ampère equations with ,A variational approach to complex Monge-Ampère equations
1807.04373,graphconvex,lemma,precise,Each completed Voronoi domain around a conical point is a convex polygonal disk with piecewise geodesic boundary and all interior angles strictly less than pi.,Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,,3,,3,Moduli of spherical tori with one conical point,Classifying Voronoi graphs of hex spheres
1807.04373,prop:luo,proposition,vague,moduli of spherical surfaces with conical points,Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,1,1,,,Spherical surfaces with conical points: systole inequality and moduli spaces wit,Spherical surfaces with conical points: systole inequality and moduli spaces wit
1807.11931,,prop,precise,"For each 1 <= n <= 7, the lattice D_n fills n-surgery on several specified torus knots and connected sums.",On definite lattices bounded by integer surgeries along knots with slice genus at most 2,1,1,1,8,On definite lattices bounded by integer surgeries along knots with slice genus a,On definite lattices bounded by integer surgeries along knots with slice genus a
1807.11931,,prop,vague,definite lattices filling positive surgeries on torus knots,On definite lattices bounded by integer surgeries along knots with slice genus at most 2,1,1,,,On definite lattices bounded by integer surgeries along knots with slice genus a,On definite lattices bounded by integer surgeries along knots with slice genus a
1807.00276,thm: Schauder,theorem,vague,fixed point theorem for compact convex sets,Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,,,,,Robust Model Predictive Control for Nonlinear Systems Using Convex Restriction,A generalization of Tychonoff's fixed point theorem
1807.11931,lemma:clattices,lemma,vague,classification of orthogonal complements in definite lattices,On definite lattices bounded by integer surgeries along knots with slice genus at most 2,2,,,,Elliptic fibrations on toric $K3$ hypersurfaces and mirror symmetry derived from,A practical algorithm for completing half-Hadamard matrices using LLL
1807.11931,,corollary,precise,"For 1 <= n <= 8, the lattice T_n fills n-surgery on the torus knots T_{2,3}, T_{2,5}, and T_{3,4}.",On definite lattices bounded by integer surgeries along knots with slice genus at most 2,1,1,1,2,On definite lattices bounded by integer surgeries along knots with slice genus a,On definite lattices bounded by integer surgeries along knots with slice genus a
1807.11931,lemma:T354,lemma,precise,"There exist genus-zero cobordisms from the torus knots T_{3,5} and T_{2,9} to the link T_{4,4}.",On definite lattices bounded by integer surgeries along knots with slice genus at most 2,1,,1,,On definite lattices bounded by integer surgeries along knots with slice genus a,Genus one cobordisms between torus knots
1807.04373,lemma:subcore,lemma,precise,"For a regular value r below pi over two, a unique Voronoi r-core exists exactly when r exceeds the systole and every component of the level set is nonessential.",Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,,1,,1,Monotonicity of the $p$-Green functions,Spherical surfaces with conical points: systole inequality and moduli spaces wit
1807.11931,,corollary,vague,lattice fillings of surgeries on torus knots,On definite lattices bounded by integer surgeries along knots with slice genus at most 2,2,1,,8,Fillable contact structures from positive surgery,On definite lattices bounded by integer surgeries along knots with slice genus a
1808.00199,prop:pi_chi-holom,prop,precise,"There exists Phi_1 < Phi such that Pi_{C,chi} is uniformly bounded from local weighted L2 spaces into local holomorphic functions with weight Phi_1.",Analytic Bergman operators in the semiclassical limit,1,1,1,1,Analytic Bergman operators in the semiclassical limit,Analytic Bergman operators in the semiclassical limit
1808.00199,prop:pi_chi-holom,prop,vague,semiclassical Bergman projector weighted L2 estimates,Analytic Bergman operators in the semiclassical limit,,,,,Bounded and invertible Toeplitz products on vector weighted Bergman spaces of th,A quantitative analysis of Oka's lemma
1807.04373,graphconvex,lemma,vague,Voronoi cells on spherical cone surfaces,Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,,,,,Moduli of spherical tori with one conical point,Classifying Voronoi graphs of hex spheres
1808.00199,prop:pi_x0,prop,vague,local semiclassical Bergman projection near a point,Analytic Bergman operators in the semiclassical limit,,,,,Asymptotics of spectral function of lower energy forms and Bergman kernel of sem,Toeplitz operators with analytic symbols
1808.00199,prop:pi_x0,prop,precise,"Near x_0 there is a local Bergman operator that is almost self-adjoint, projects onto holomorphic functions, and approximates the identity with lower-weight L2 control.",Analytic Bergman operators in the semiclassical limit,1,2,1,2,Analytic Bergman operators in the semiclassical limit,Projections of Bergman spaces over plane domains
1807.11931,lemma:clattices,lemma,precise,"For 1 <= n <= 11 and n != 3, orthogonal complements in C_n with the given norm and determinant are C_{n+1}; for n=3, only C_4 or D_9 occur.",On definite lattices bounded by integer surgeries along knots with slice genus at most 2,1,1,1,5,On definite lattices bounded by integer surgeries along knots with slice genus a,On definite lattices bounded by integer surgeries along knots with slice genus a
1808.00199,prop_lien_op_brg_op_weyl,prop,vague,Berezin and Weyl quantization correspondence,Analytic Bergman operators in the semiclassical limit,1,1,8,,Analytic Bergman operators in the semiclassical limit,Analytic Bergman operators in the semiclassical limit
1808.00199,prop_transfor_Bargmann_et_quantif_weyl,prop,precise,Conjugating a semiclassical Weyl operator by the Bargmann transform produces an analytic Weyl operator whose symbol is the original symbol pulled back by the canonical map.,Analytic Bergman operators in the semiclassical limit,4,1,4,,"Polyanalytic Toeplitz operators: isomorphisms, symbolic calculus and approximati",Analytic Bergman operators in the semiclassical limit
1808.00199,prop_transfor_Bargmann_et_quantif_weyl,prop,vague,Bargmann transform of Weyl operators,Analytic Bergman operators in the semiclassical limit,,,,,Towards a dictionary for the Bargmann transform,Mathematical aspects of the Weyl correspondence
1810.08168,thm: WZW BLVO,theorem,vague,Bounded localized operators in WZW models,Representation theory in chiral conformal field theory: from fields to observables,,1,,1,Localization operators associated with the windowed Opdam-Cherednik transform on,Representation theory in chiral conformal field theory: from fields to observabl
1810.08168,thm: WZW BLVO,theorem,precise,Every positive-level WZW vertex operator algebra attached to a compact simple Lie algebra has bounded localized vertex operators.,Representation theory in chiral conformal field theory: from fields to observables,1,1,1,1,Representation theory in chiral conformal field theory: from fields to observabl,Representation theory in chiral conformal field theory: from fields to observabl
1807.11931,lemma:T354,lemma,vague,genus-zero cobordisms between torus links,On definite lattices bounded by integer surgeries along knots with slice genus at most 2,1,,1,,On definite lattices bounded by integer surgeries along knots with slice genus a,Genus one cobordisms between torus knots
1810.08168,lem: easy fermionic and bosonic simple currents,lemma,vague,Parity of self-dual simple currents,Representation theory in chiral conformal field theory: from fields to observables,,1,,1,Simple current extensions beyond semi-simplicity,Representation theory in chiral conformal field theory: from fields to observabl
1810.08168,lem: easy fermionic and bosonic simple currents,lemma,precise,A self-dual simple current W-submodule of a simple unitary vertex operator superalgebra is bosonic in the even sector and fermionic in the odd sector.,Representation theory in chiral conformal field theory: from fields to observables,1,1,1,1,Representation theory in chiral conformal field theory: from fields to observabl,Representation theory in chiral conformal field theory: from fields to observabl
1808.00199,prop_lien_op_brg_op_weyl,prop,precise,"A Berezin operator with analytic symbol is microlocally equivalent to a Weyl quantization with an explicitly transformed analytic symbol, and asymptotic negligibility is preserved.",Analytic Bergman operators in the semiclassical limit,1,1,3,2,Analytic Bergman operators in the semiclassical limit,Analytic Bergman operators in the semiclassical limit
1810.08168,prop: interior open,proposition,precise,"For chiral intertwining operators with in and out annihilation operators, the natural insertion domains are open and the resulting operator-valued fields are multivalued holomorphic functions.",Representation theory in chiral conformal field theory: from fields to observables,,2,,2,Conformal-field-theoretic analogues of codes and lattices,Uniqueness of VOA structure of $3C$-algebra and $5A$-algebra
1810.11873,corollary:R''F'',corollary,vague,Fourier-Mukai kernels on Hilbert squares,Hilbert squares: derived categories and deformations,10,,10,,Three approaches to a categorical Torelli theorem for cubic threefolds of non-Ec,The generalized Franchetta conjecture for some hyperkähler fourfolds
1810.11873,corollary:short-exact,corollary,precise,"For every i, a degree d minus 1 E2 term sits in a short exact sequence linking Hochschild cohomology of the tangent bundle exterior power and the anticanonical bundle.",Hilbert squares: derived categories and deformations,1,6,1,,Hilbert squares: derived categories and deformations,Polyvector fields for Fano 3-folds
1810.08168,prop: interior open,proposition,vague,Holomorphicity of chiral intertwining fields,Representation theory in chiral conformal field theory: from fields to observables,,,,,Multiplicity freeness of unitary representations in sections of holomorphic Hilb,Non-Siegel Eisenstein series for symplectic groups
1810.11873,proposition:iso-2,proposition,precise,"Convolving the universal ideal kernel with the shifted canonical bundle kernel gives zero, so the Fourier-Mukai composition R' composed with F vanishes.",Hilbert squares: derived categories and deformations,1,1,1,1,Hilbert squares: derived categories and deformations,Hilbert squares: derived categories and deformations
1810.08168,prop: tensor splitting modules,proposition,precise,Any simple unitary module over a tensor product of two unitary vertex operator superalgebras is unitarily equivalent to a tensor product of simple modules over the two factors.,Representation theory in chiral conformal field theory: from fields to observables,1,1,1,1,Representation theory in chiral conformal field theory: from fields to observabl,Representation theory in chiral conformal field theory: from fields to observabl
1810.11873,proposition:iso-2,proposition,vague,Vanishing of a Fourier-Mukai composition,Hilbert squares: derived categories and deformations,1,,1,,Hilbert squares: derived categories and deformations,${\Bbb C}^2/{\Bbb Z}_n$ fractional branes and monodromy
1810.11873,theorem:main-comparison,theorem,precise,"For a smooth projective variety of dimension at least three with exceptional structure sheaf, the tangent-direction Hochschild cohomology is unchanged when passing to the Hilbert square.",Hilbert squares: derived categories and deformations,1,1,1,2,Hilbert squares: derived categories and deformations,Hilbert squares: derived categories and deformations
1810.08168,prop: tensor splitting modules,proposition,vague,Tensor product decomposition of VOA modules,Representation theory in chiral conformal field theory: from fields to observables,,,,,Vertex operator algebra with two Miyamoto involutions generating $S_3$,Inertia groups and uniqueness of holomorphic vertex operator algebras
1905.04741,Hitchin fibers,theorem,vague,Hitchin fibers via spectral sheaves,On the Hitchin morphism for higher dimensional varieties,2,2,2,2,Hodge-to-singular correspondence for reduced curves,Tamely ramified geometric Langlands correspondence in positive characteristic
1905.04741,Hitchin fibers,theorem,precise,"Each Hitchin fiber over a point b is the stack of generic rank-one Cohen-Macaulay sheaves on the spectral surface, containing the Picard stack and therefore nonempty.",On the Hitchin morphism for higher dimensional varieties,1,1,1,1,On the Hitchin morphism for higher dimensional varieties,On the Hitchin morphism for higher-dimensional varieties
1905.04741,,lemma,vague,Picard stack components of spectral covers,On the Hitchin morphism for higher dimensional varieties,,,,,Spectral Networks and Non-abelianization,Geometry of Kottwitz-Viehmann varieties
1810.11873,corollary:R''F'',corollary,precise,The Fourier-Mukai kernel of the composition R'' after F'' is the direct sum of the diagonal structure sheaf and the structure sheaf of X times X.,Hilbert squares: derived categories and deformations,1,1,1,1,Hilbert squares: derived categories and deformations,Hilbert squares: derived categories and deformations
1905.04741,,lemma,precise,"For such spectral data b, the identity component of the Picard stack is a quotient of an abelian variety by a trivially acting multiplicative group.",On the Hitchin morphism for higher dimensional varieties,,1,,,On the Hitchin fibration for algebraic surfaces,On the Hitchin morphism for higher-dimensional varieties
1905.04741,,proposition,precise,Every fiber of the Hitchin morphism is the stack of maximal Cohen-Macaulay sheaves of generic rank one on the spectral cover.,On the Hitchin morphism for higher dimensional varieties,1,1,1,1,On the Hitchin morphism for higher dimensional varieties,On the Hitchin morphism for higher-dimensional varieties
1905.04741,Cayley,proposition,vague,Cayley covers over Chow varieties,On the Hitchin morphism for higher dimensional varieties,1,,,,On the Hitchin morphism for higher dimensional varieties,Fibres non réduites d'un schéma arithmétique
1810.11873,corollary:short-exact,corollary,vague,Hochschild exact sequences on Hilbert squares,Hilbert squares: derived categories and deformations,,2,,,Models for knot spaces and Atiyah duality,Cyclic Homology
1905.04741,,proposition,vague,Spectral cover description of Hitchin fibers,On the Hitchin morphism for higher dimensional varieties,3,3,3,3,"Higgs bundles, abelian gerbes and cameral data",Stability conditions and cluster varieties from quivers of type $A$
1907.06985,phig,proposition,precise,"A union of extended Schur-positive generators with summable parameters gives a G-positive specialization of symmetric Grothendieck polynomials, with explicit one-row generating formulas.",Positive specializations of symmetric Grothendieck polynomials,1,1,1,1,Positive specializations of symmetric Grothendieck polynomials,Positive specializations of symmetric Grothendieck polynomials
1907.06985,gine,lemma,vague,Monotonicity for positive Grothendieck specializations,Positive specializations of symmetric Grothendieck polynomials,,2,,,Invariants of open books of links of surface singularities,Decomposition matrices are generically trivial
1810.11873,theorem:main-comparison,theorem,vague,Deformations of varieties and their Hilbert squares,Hilbert squares: derived categories and deformations,4,1,,,Modular sheaves on hyperkähler varieties,Hilbert squares: derived categories and deformations
1907.06985,gine,lemma,precise,"For any G-bar-positive homomorphism, the one-row Grothendieck values form a nonincreasing sequence lying between one and zero.",Positive specializations of symmetric Grothendieck polynomials,2,1,2,1,Sample Complexity of Dictionary Learning and other Matrix Factorizations,Positive specializations of symmetric Grothendieck polynomials
1907.06985,fdet,lemma,precise,The number of elegant tableaux of a skew shape is given by a determinant whose entries are specific binomial coefficients determined by the two partitions.,Positive specializations of symmetric Grothendieck polynomials,1,1,1,1,Positive specializations of symmetric Grothendieck polynomials,Positive specializations of symmetric Grothendieck polynomials
1907.06985,fdet,lemma,vague,Determinant formula for elegant tableaux counts,Positive specializations of symmetric Grothendieck polynomials,1,1,1,1,Positive specializations of symmetric Grothendieck polynomials,Positive specializations of symmetric Grothendieck polynomials
1905.04741,Cayley,proposition,precise,"The Cayley morphism to the Chow variety is finite and generically etale; its fibers are local thickened points encoding spectral support, so in higher dimension the cover is not flat.",On the Hitchin morphism for higher dimensional varieties,1,,1,,On the Hitchin morphism for higher dimensional varieties,Stable sheaves on elliptic fibrations
1909.01418,BaseNesting,lemma,precise,"If the covering set of z has no free covering inversions, deleting a removable element b bijects covering sets where b is removable with those where b is addable.",A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,1,1,1,1,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,A categorification of the Malvenuto-Reutenauer algebra via a tower of groups
1907.06985,,lemma,vague,Extending unions of symmetric function specializations,Positive specializations of symmetric Grothendieck polynomials,,1,,1,Schubert puzzles and integrability I: invariant trilinear forms,Positive specializations of symmetric Grothendieck polynomials
1909.01418,GoingDownCombinatorics,theorem,precise,"Restricting the character indexed by w to the chosen block subgroup gives a tensor product of left and right pieces exactly in the admissible subset case, and otherwise vanishes.",A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,,,,,Antipode and Primitive elements in the Hopf Monoid of Super Characters,The tensor product of exceptional representations on the general linear group
1909.01418,GoingDownCombinatorics,theorem,vague,Restriction formulas in Malvenuto-Reutenauer categorification,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,,,,,Modules of the 0-Hecke algebra and quasisymmetric Schur functions,Pattern groups and a poset based Hopf monoid
1907.06985,phig,proposition,vague,Positive specializations of Grothendieck polynomials,Positive specializations of symmetric Grothendieck polynomials,,1,,1,Top-degree components of Grothendieck and Lascoux polynomials,Positive specializations of symmetric Grothendieck polynomials
1909.01418,,proposition,precise,The superinduction map and the corresponding Deligne restriction map are adjoint with respect to the natural pairing on superclass functions.,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,3,,,,Shell Tableaux: A set partition analogue of vacillating tableaux,Towers of graded superalgebras categorify the twisted Heisenberg double
1909.01418,,proposition,vague,Adjunction between induction and restriction of superclass functions,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,,,,,Shell Tableaux: A set partition analogue of vacillating tableaux,Superinduction for pattern groups
1909.01418,CoveringLemma,lemma,vague,Removing minimal covering inversions in permutations,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,3,2,8,2,Rook theory of the finite general linear group,The Bruhat order on the involutions of the hyperoctahedral group
2002.04848,prop:F4p2,proposition,precise,"For nonzero p-restricted weights, the tensor product L(lambda) tensor L(mu) is completely reducible over G_1 exactly in one specific ordered pair case, where it is simple.",On complete reducibility of tensor products of simple modules over simple algebraic groups,1,1,1,1,On complete reducibility of tensor products of simple modules over simple algebr,On complete reducibility of tensor products of simple modules over simple algebr
1907.06985,,lemma,precise,"If two specializations of the symmetric function ring each extend to Gamma, then their union also extends to Gamma by taking the union of the extensions.",Positive specializations of symmetric Grothendieck polynomials,,1,,1,Combinatorial Dimensions: Indecomposability on Certain Local Finite Dimensional ,Positive specializations of symmetric Grothendieck polynomials
2002.04848,prop:F4p2,proposition,vague,Complete reducibility of tensor products over Frobenius kernels,On complete reducibility of tensor products of simple modules over simple algebraic groups,1,2,1,2,On complete reducibility of tensor products of simple modules over simple algebr,On the irreducibility of symmetrizations of cross-characteristic representations
2002.04848,lem:C3p2,lemma,vague,Tensor product reducibility in type C3 characteristic two,On complete reducibility of tensor products of simple modules over simple algebraic groups,1,1,1,1,On complete reducibility of tensor products of simple modules over simple algebr,On complete reducibility of tensor products of simple modules over simple algebr
2002.04848,thm:completelyreducibleprestrictedG2,theorem,vague,p-restricted factors in G2 tensor products,On complete reducibility of tensor products of simple modules over simple algebraic groups,1,1,1,1,On complete reducibility of tensor products of simple modules over simple algebr,On complete reducibility of tensor products of simple modules over simple algebr
2002.04848,thm:completelyreducibleprestrictedG2,theorem,precise,"In type G2 outside characteristic three, complete reducibility of L(lambda) tensor L(mu) forces every composition factor to be p-restricted.",On complete reducibility of tensor products of simple modules over simple algebraic groups,1,1,1,1,On complete reducibility of tensor products of simple modules over simple algebr,On complete reducibility of tensor products of simple modules over simple algebr
1909.01418,BaseNesting,lemma,vague,Bijections between removable and addable coverings,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,,1,,1,Fuss--Catalan algebras on generalized Dyck paths via non-crossing partitions,A categorification of the Malvenuto-Reutenauer algebra via a tower of groups
2002.04848,lem:Anp2highestroot,lemma,vague,Nonsemisimple tensor products with omega1 plus omegan,On complete reducibility of tensor products of simple modules over simple algebraic groups,2,3,2,3,Quantum groups and ribbon G-categories,Semiassociative algebras over a field
1909.01418,CoveringLemma,lemma,precise,"If one removes a selected covering pair with minimal second entry from a set I, the remaining pairs still form coverings of the modified permutation.",A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,1,1,1,1,A categorification of the Malvenuto--Reutenauer algebra via a tower of groups,A categorification of the Malvenuto-Reutenauer algebra via a tower of groups
2002.04848,lem:C3p2,lemma,precise,"In type C3 over characteristic two, a tensor product of nontrivial p-restricted simple modules is completely reducible over G_1 only in the same exceptional pair, when it is simple.",On complete reducibility of tensor products of simple modules over simple algebraic groups,1,1,1,1,On complete reducibility of tensor products of simple modules over simple algebr,On complete reducibility of tensor products of simple modules over simple algebr
2002.04848,lem:Anp2highestroot,lemma,precise,"For any nonzero p-restricted weight mu, the tensor product of L(omega_1 plus omega_n) with L(mu) is not completely reducible.",On complete reducibility of tensor products of simple modules over simple algebraic groups,1,1,1,1,On complete reducibility of tensor products of simple modules over simple algebr,On complete reducibility of tensor products of simple modules over simple algebr
