"i","informal_sid","formal_sid","informal_ref","informal_paper","formal_decl_name","primary_label","primary_reason","secondary_label","secondary_reason"
"141","a32bdba3-963e-437e-a2d1-240749e694ca","6bcff9b5-67a7-42d8-ae3a-e017de5f8f9e","2.3.50","RemyDegenne/brownian-motion","MeasureTheory.ProgMeasurable.hasStronglyMeasurableSupProcess","correct","The formal declaration precisely captures that a progressively measurable process under a filtration satisfying the usual conditions has a strongly measurable supremum process, matching the informal statement's claim.","correct","The formal declaration faithfully formalizes the informal statement: it takes a progressively measurable process with a filtration satisfying the usual conditions and proves the process has a strongly measurable supremum, which matches the informal claim exactly."
"142","3336cd35-08fb-45ba-9e83-6274e3955bc5","e5f09fbf-1f1d-4f4f-a721-a45068ea7b32","1.5.49","RemyDegenne/brownian-motion","ProbabilityTheory.aemeasurable_pair_of_aemeasurable","correct","The formal declaration faithfully captures the informal statement: given a process X : T → Ω → E with values in a separable space E (formalized as SecondCountableTopology E with PseudoEMetricSpace E and BorelSpace E) where each X_t is almost everywhere measurable, the pair (X_s, X_t) is almost everywhere measurable for any s, t ∈ T.","partial","The formal declaration requires `[SecondCountableTopology E]` and `[BorelSpace E]` as explicit typeclasses, while the informal statement only requires that E is separable; separability is weaker than second-countability, making the formal version more restrictive in its assumptions."
"143","7a934ec9-955c-4785-aecf-1583fccd6fa2","06f964e0-d1cc-45e3-9b29-ff6ef5766134","55","kbuzzard/ClassFieldTheory","carryCocycle","partial","The formal declaration defines only the cocycle σ_G (the 'carry cocycle'), but the informal statement claims the full theorem that the local invariant map is an isomorphism and that this cocycle represents the preimage of 1, which is a much stronger statement than just defining the cocycle itself.","partial","The formal declaration defines the carry cocycle as a general construction for any natural number n, but the informal statement specifically describes the cocycle for a finite cyclic group of order n with explicit formulas for specific values (0 ≤ i,j < n), and the formal signature uses a trivial representation on ZMod n rather than explicitly stating the cyclic group structure and the isomorphism property of the invariant map."
"144","f6cc4b26-42e2-4a17-8ea4-e886c77768e0","df8a8613-296a-4555-b7d9-95ff7a8cbf71","6.49","thefundamentaltheor3m/Sphere-Packing-Lean","ramanujan_E₆","correct","The formal declaration `D E₆.toFun = 2⁻¹ * (E₂ * E₆.toFun - E₄.toFun * E₄.toFun)` is exactly the Lean formalization of the third equation E₆' = (E₂E₆ - E₄²)/2 from the informal statement, where D represents the derivative operator and 2⁻¹ represents division by 2.","partial","The formal declaration correctly formalizes the E₆' formula as (E₂E₆ - E₄²)/2, but it only declares this single identity rather than all three identities (E₂', E₄', E₆') stated in the informal statement, making it a partial formalization of the complete theorem."
"145","4471d806-1657-42c6-addc-aaddff87fa3d","93305bf0-b4ea-4aa3-91e8-f19f1a4a61e4","11.1.12","fpvandoorn/carleson","Hilbert_kernel_regularity","correct","The formal Lean declaration faithfully captures the informal statement: both require the same hypothesis (2|y-y'| ≤ |x-y|) and conclude the same bound (≤ 2^8 · (1/|x-y|) · (|y-y'|/|x-y|)) on the difference of the kernel function (κ in informal, K in formal) at the two points.","correct","The formal declaration faithfully captures the informal statement: it requires the distance condition 2|y-y'| ≤ |x-y|, bounds the difference |κ(x-y) - κ(x-y')| by 2^8 · (1/|x-y|) · (|y-y'|/|x-y|), and uses the norm notation ‖·‖ which is standard for real-valued functions in Lean."
"146","19f5c6fb-f4a6-41b2-8a39-bd0cf4df1c04","c320b26e-a9ca-4075-a669-04b123abf69c","8.3","ImperialCollegeLondon/FLT","MulSemiringAction.charpoly","wrong","The formal declaration `MulSemiringAction.charpoly` is missing from the provided Lean signature/body, making it impossible to verify whether it matches the informal statement's definition of the characteristic polynomial as $\prod_{g\in G}(X-g\cdot b)$.","partial","The formal declaration appears to generalize beyond the informal statement by working with multiplicative semiring actions on commutative rings rather than specifically defining a characteristic polynomial for an element b in a set B acted upon by a group G, and the formal slogan emphasizes the finiteness requirement more prominently than the informal statement does."
"147","f7012ee2-5aee-46dc-bd60-a3ab707687d1","6d55d195-d69f-4ead-8bc1-524f4f29daef","2.3.28","RemyDegenne/brownian-motion","ProbabilityTheory.isStable_martingale","correct","The formal declaration correctly states that the class of processes that are both martingales and càdlàg is stable under stopping (i.e., `IsStable` holds for the property `Martingale X 𝓕 P ∧ ∀ ω, IsCadlag (fun x => X x ω)`), which matches the informal statement that càdlàg martingales remain martingales after stopping at any stopping time.","partial","The formal declaration correctly captures the stability of cadlag martingales under stopping, but it requires additional typeclass assumptions (SecondCountableTopology, BorelSpace, Approximable, etc.) that are not mentioned in the informal statement, making it more restrictive in scope than the informal version suggests."
"148","b97526b9-9b7c-454f-9e88-6786a5183e1c","b9ba7a72-d050-45ba-bb36-19c129de92d8","3.18","leanprover-community/sphere-eversion","RelMfld.localize","correct","The formal declaration `RelMfld.localize` faithfully implements the informal statement's concept of pulling back a relation from larger manifolds (M, N) to smaller embedded regions (X, Y) via open smooth embeddings, using the inverse image under the transfer map ψ_{g,h} as described in the informal text.","partial","The formal declaration correctly captures the pullback of a differential relation via open smooth embeddings, but it abstracts away the explicit formulas for the transfer map ψ_{g,h} and the section operator Ψ_{g,h} that are central to the informal statement, presenting only the type signature of the localize operation rather than its computational definition."
"149","80eccec9-5c48-4146-9d6f-3f00abe3514d","63c1afee-ff97-4bfc-9888-69f32046d81f","3.10","leanprover-community/sphere-eversion","Bundle.ContinuousLinearMap.vectorBundle","partial","The formal declaration generalizes the informal statement by using continuous semilinear maps with a ring homomorphism σ between different normed fields 𝕜₁ and 𝕜₂, whereas the informal statement describes only linear maps between fibers over the same field, making the formal version more general than what was informally stated.","partial","The formal declaration generalizes the informal statement from linear maps to continuous semilinear maps with respect to a ring homomorphism σ, and requires additional technical conditions (topological structures, fiber bundle properties, metric properties) that are implicit in the informal statement but made explicit in the formal version."
"150","ce980358-848c-48a2-8e7f-2879464afad2","84815589-5d9a-4e2b-8674-dba32615c863","1.6.11","RemyDegenne/brownian-motion","ProbabilityTheory.HasIndepIncrements","correct","The formal declaration defines a property for stochastic processes X : T → Ω → E with the necessary structure (preorder on T, subtraction on E, measurable spaces) that matches the informal definition of independent increments over non-overlapping time intervals, though the full definition of independence would be in the body rather than just the type signature.","correct","The formal signature faithfully captures the informal definition: it declares a predicate on stochastic processes X : T → Ω → E with a preorder on times and subtraction on values, which will be defined to assert that successive increments are independent for all increasing sequences of times, matching the informal statement exactly."
