"case","row_type","direction","rank","sid","similarity","formality","kind","paper_title","decl_name_or_ref","slogan","body_short"
"14","topk_candidate","f2i","1","bf8aad12-a0c1-42af-be42-6814deed44ad","0.7487","informal","lemma","A characterization of metric subspaces of full Assouad dimension","3.4","In a pre-tiling space, the interiors of any two distinct sets in the same level of the tiling are disjoint.","Let $(X, P)$ be a pre-tiling space. For every distinct pair $A,B\in P_n$, we have $\nai(A)\cap \nai(B)=\emptyset$."
"14","topk_candidate","f2i","2","7afc568f-122d-44a8-8a95-321394e1ab97","0.7149","informal","remark","On pointwise periodicity in tilings, cellular automata and subshifts","6.2","Because each tile has a non-empty interior and contains the origin in its interior, the sets of tile positions in a tiling are uniformly separated by some positive distance, making them discrete and …","Because tiles have non-empty interior, it follows that for every $T \in \mathcal{T}$ there exists $\epsilon >0$ so that every $x \in X_\mathcal{T}$ the set $x_T \subset \mathbb{R}^d$ is $\epsilon$-separated (in particular it is discrete, t…"
"14","topk_candidate","f2i","3","fa94b840-9bb4-43ba-8b02-63de4f77ba3c","0.7145","informal","lemma","Intersections of Cantor Sets Derived from Complex Radix Expansions","4.4","If D is a set of digits from 0 to n squared where no two digits are consecutive, then the k-tiles built from distinct digit sequences using digits in D do not overlap. This disjointness occurs becaus…","Fix an integer $n\geq 2$. Let $D\subset\{0, 1, \ldots, n^{2}\}$ satisfy $|d-d^{'}|\neq1$ for all $d\in D$. The $k$-tiles $T_{d_{1}, \ldots, d_{k}}$ and $T_{d_{1}^{'}, \ldots, d_{k}^{'}}$ of $T_{n}$ are disjoint whenever $d_{j}\neq d_{j}^{'…"
"14","topk_candidate","f2i","4","78acbeff-70cb-4331-ba13-15421f17cda5","0.7120","informal","lemma","Carleson operators on doubling metric measure spaces","5.4.6","For distinct elements u and u' in a certain set, and for any tile p in a specific structure associated with u such that the index set of p is contained in that of u', the distance between the centers…","\uses{monotone-cube-metrics} For each ${\mathfrak u},{\mathfrak u}'\in {\mathfrak U}_3(k,n,j)$ with ${\mathfrak u}\neq {\mathfrak u}'$ and each ${\mathfrak p} \in {\mathfrak T}_2({\mathfrak u})$ with ${\mathcal{I}}({\mathfrak p})\subset {\…"
"14","topk_candidate","f2i","5","d23203d6-4aff-449c-8172-9a6dcb394f7e","0.6997","informal","lemma","Carleson operators on doubling metric measure spaces","6.3.3","The sum of the measures of certain tile intersections within a localized region is bounded above by the measure of a specific enlarged tile set, under conditions involving scale and spatial relations…","\uses{tile-disjointness,tile-reach} Let ${\vartheta}\in{\Theta}$ and {$N$} be an integer. Let ${\mathfrak p}_{{\vartheta}}$ be a tile with ${\vartheta}\in B_{{\mathfrak p}_{{\vartheta}}}({\mathcal{Q}}({\mathfrak p}_{{\vartheta}}), 2^{N+1})…"
"14","topk_candidate","i2f","1","02cc86c8-f3df-4492-9e17-16712660bbf4","0.7189","formal","theorem","carleson","TileStructure.Forest.disjoint_impl","If the sets associated with two tiles are disjoint, then the corresponding E sets for those tiles are also disjoint.","TileStructure.Forest.disjoint_impl.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X}   [MetricSpace X] [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)]   {p …"
"14","topk_candidate","i2f","2","065fec1b-cc79-41a6-8b6a-51a33da2177d","0.6982","formal","theorem","carleson","disjoint_ℭ_of_ne","If m and n are different natural numbers, then the sets C(k, m) and C(k, n) do not overlap.","disjoint_ℭ_of_ne.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X} [MetricSpace X]   [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] {k m n : ℕ}   (h : m ≠ …"
"14","topk_candidate","i2f","3","008b787c-f5c5-4d8a-8d0c-d79d35f2a635","0.6804","formal","theorem","carleson","disjoint_ℭ₁_of_ne","If j and l are different natural numbers, then the sets C1(k, n, j) and C1(k, n, l) do not overlap.","disjoint_ℭ₁_of_ne.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X} [MetricSpace X]   [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] {k n j l : ℕ}   (h : j…"
"14","topk_candidate","i2f","4","0e5a55cc-9a39-4754-8eca-e673c84efa1b","0.6780","formal","theorem","carleson","pairwiseDisjoint_ℭ","For each pair of natural numbers k and n, the sets C(k,n) form a collection where any two different sets with the same k do not overlap, and all of them are contained within a larger set P(k); overal…","pairwiseDisjoint_ℭ.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X} [MetricSpace X]   [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] :   Set.univ.Pairwise…"
"14","topk_candidate","i2f","5","2ebbbc8b-ea4e-48f3-b3d0-3c5be173cdb0","0.6752","formal","theorem","carleson","Set.disjoint_minLayer_of_ne","If two natural numbers m and n are not equal, then the m-th and n-th minimal layers of a set A in a partially ordered type have no elements in common. This means distinct minimal layers of a set are …","Set.disjoint_minLayer_of_ne.{u_1} {α : Type u_1} [PartialOrder α] {A : Set α} {m n : ℕ} (h : m ≠ n) :   Disjoint (A.minLayer m) (A.minLayer n)"
